r,Phi,phi,Phi_prime,phi_prime,gradient_density,H_PhiPhi,H_phiphi,H_cross,H_eigen_soft,H_eigen_hard,mixing_sin2_2theta
1.5024983774380862e-05,2.0411065168843594,-2.736228279631068e-07,-8.565911750551338e-07,-1.5921497535025218e-11,7.33748441435829e-13,0.6942224990827272,19.27261003457776,-5.167222802413668e-06,0.69422249908129,19.272610034579195,3.0942708913116524e-13
1.514084540412168e-05,2.0411065168842595,-2.736228279649655e-07,-8.695729992313508e-07,-1.6162791267306246e-11,7.561572012534427e-13,0.6942224990826046,19.27261003457587,-5.167222802448516e-06,0.6942224990811692,19.272610034577305,3.094270891353979e-13
1.525760047357916e-05,2.041106516884157,-2.736228279668667e-07,-8.825097425830023e-07,-1.640324708033781e-11,7.788234460229836e-13,0.6942224990824789,19.272610034573933,-5.167222802484159e-06,0.6942224990810413,19.272610034575372,3.094270891397268e-13
1.5375255872303608e-05,2.041106516884052,-2.736228279688108e-07,-8.954041998922221e-07,-1.664291692085744e-11,8.01748681461617e-13,0.6942224990823506,19.272610034571954,-5.167222802520607e-06,0.6942224990809134,19.27261003457339,3.0942708914415375e-13
1.549381854297249e-05,2.041106516883945,-2.7362282797079814e-07,-9.082593337116268e-07,-1.6881855853959918e-11,8.249350175592853e-13,0.6942224990822194,19.272610034569933,-5.167222802557866e-06,0.6942224990807819,19.272610034571372,3.0942708914867896e-13
1.5613295481800114e-05,2.0411065168838363,-2.736228279728295e-07,-9.210781459652804e-07,-1.7120119676538857e-11,8.483849512679369e-13,0.6942224990820862,19.272610034567876,-5.167222802595952e-06,0.6942224990806505,19.27261003456931,3.094270891533045e-13
1.573369373895037e-05,2.0411065168837244,-2.73622827974905e-07,-9.338632942324892e-07,-1.7357757785136838e-11,8.721006526160484e-13,0.6942224990819492,19.272610034565766,-5.167222802634863e-06,0.6942224990805119,19.2726100345672,3.094270891580304e-13
1.5855020418952912e-05,2.0411065168836102,-2.736228279770253e-07,-9.46617506706256e-07,-1.7594820888796293e-11,8.960847043123463e-13,0.6942224990818094,19.27261003456361,-5.167222802674615e-06,0.6942224990803734,19.272610034565048,3.094270891628585e-13
1.597728268112228e-05,2.041106516883494,-2.7362282797919097e-07,-9.593436479991362e-07,-1.7831362232195837e-11,9.20340235274248e-13,0.694222499081667,19.272610034561414,-5.1672228027152174e-06,0.6942224990802313,19.272610034562852,3.094270891677897e-13
1.610048773998038e-05,2.041106516883375,-2.736228279814025e-07,-9.72044315057e-07,-1.8067430084881728e-11,9.448701507610642e-13,0.6942224990815213,19.272610034559168,-5.1672228027566805e-06,0.6942224990800856,19.272610034560607,3.094270891728255e-13
1.622464286568221e-05,2.041106516883253,-2.736228279836603e-07,-9.84722027938593e-07,-1.8303071287295908e-11,9.696774726424976e-13,0.6942224990813721,19.272610034556866,-5.167222802799009e-06,0.6942224990799364,19.272610034558305,3.094270891779667e-13
1.6349755384444857e-05,2.0411065168831293,-2.7362282798596495e-07,-9.973794681782128e-07,-1.8538335681233414e-11,9.947658038871245e-13,0.6942224990812204,19.27261003455453,-5.167222802842217e-06,0.6942224990797836,19.272610034555967,3.0942708918321426e-13
1.6475832678979808e-05,2.0411065168830027,-2.7362282798831706e-07,-1.0100192187144383e-06,-1.877327127588641e-11,1.0201388225249602e-12,0.6942224990810655,19.272610034552137,-5.1672228028863156e-06,0.6942224990796273,19.272610034553573,3.094270891885702e-13
1.66028821889286e-05,2.041106516882873,-2.736228279907172e-07,-1.0226436369739425e-06,-1.900792188884738e-11,1.0458000086045937e-12,0.6942224990809067,19.272610034549686,-5.1672228029313125e-06,0.694222499079471,19.27261003455112,3.094270891940357e-13
1.6730911411301845e-05,2.041106516882742,-2.7362282799316574e-07,-1.0352552069993595e-06,-1.9242333691125227e-11,1.071753343989554e-12,0.6942224990807461,19.272610034547213,-5.167222802977221e-06,0.6942224990793076,19.27261003454865,3.0942708919961085e-13
1.6859927900921486e-05,2.0411065168826075,-2.736228279956635e-07,-1.0478564561389462e-06,-1.9476553658652348e-11,1.0980031530514075e-12,0.6942224990805816,19.272610034544677,-5.167222803024049e-06,0.6942224990791441,19.272610034546112,3.0942708920529827e-13
1.6989939270866806e-05,2.0411065168824702,-2.736228279982109e-07,-1.0604496393476435e-06,-1.9710623704374723e-11,1.1245534379810559e-12,0.6942224990804134,19.272610034542083,-5.167222803071807e-06,0.6942224990789772,19.27261003454352,3.094270892110989e-13
1.7120953192923523e-05,2.041106516882331,-2.7362282800080857e-07,-1.073037058591637e-06,-1.994458661503835e-11,1.1514085295087788e-12,0.6942224990802427,19.272610034539447,-5.16722280312051e-06,0.6942224990788066,19.272610034540882,3.0942708921701396e-13
1.7252977398036523e-05,2.041106516882188,-2.736228280034572e-07,-1.0856211342014323e-06,-2.017848737743204e-11,1.1785732474319757e-12,0.6942224990800675,19.27261003453675,-5.1672228031701665e-06,0.694222499078629,19.27261003453819,3.0942708922304494e-13
1.7386019676766065e-05,2.041106516882043,-2.7362282800615737e-07,-1.0982040923925046e-06,-2.041236737032005e-11,1.2060522289643097e-12,0.6942224990798901,19.27261003453401,-5.167222803220791e-06,0.6942224990784513,19.272610034535447,3.0942708922919336e-13
1.7520087879747473e-05,2.0411065168818947,-2.7362282800890975e-07,-1.1107880754982054e-06,-2.064626641334597e-11,1.233850149095275e-12,0.6942224990797087,19.272610034531215,-5.167222803272392e-06,0.6942224990782702,19.272610034532654,3.094270892354605e-13
1.7655189918154404e-05,2.041106516881744,-2.736228280117149e-07,-1.1233753543468688e-06,-2.0880226714495198e-11,1.2619721871899369e-12,0.6942224990795244,19.27261003452837,-5.1672228033249854e-06,0.694222499078089,19.272610034529805,3.094270892418481e-13
1.7791333764165668e-05,2.04110651688159,-2.736228280145736e-07,-1.135968134937728e-06,-2.1114289276771863e-11,1.2904236040397134e-12,0.6942224990793353,19.27261003452546,-5.167222803378581e-06,0.6942224990778971,19.2726100345269,3.0942708924835746e-13
1.7928527451435693e-05,2.0411065168814333,-2.736228280174864e-07,-1.1485684370897743e-06,-2.134849164263978e-11,1.319209455134605e-12,0.6942224990791435,19.2726100345225,-5.1672228034331905e-06,0.6942224990777053,19.272610034523936,3.0942708925499e-13
1.806677907556844e-05,2.041106516881274,-2.73622828020454e-07,-1.1611783779592055e-06,-2.158287316377368e-11,1.348335225905792e-12,0.6942224990789481,19.272610034519488,-5.167222803488829e-06,0.6942224990775099,19.272610034520923,3.094270892617474e-13
1.8206096794595327e-05,2.041106516881111,-2.7362282802347724e-07,-1.1738001262131551e-06,-2.181747414928431e-11,1.377806736774021e-12,0.6942224990787486,19.27261003451641,-5.167222803545508e-06,0.6942224990773109,19.272610034517847,3.0942708926863146e-13
1.8346488829456463e-05,2.0411065168809457,-2.736228280265568e-07,-1.1864356354183049e-06,-2.2052330910200945e-11,1.4076295174767421e-12,0.6942224990785463,19.272610034513292,-5.167222803603245e-06,0.6942224990771084,19.272610034514727,3.0942708927564356e-13
1.848796346448582e-05,2.041106516880777,-2.736228280296933e-07,-1.1990868823674168e-06,-2.228748018925702e-11,1.4378093519623432e-12,0.6942224990783395,19.272610034510105,-5.167222803662049e-06,0.6942224990769024,19.272610034511544,3.0942708928278547e-13
1.8630529047900052e-05,2.041106516880605,-2.736228280328875e-07,-1.211755941861286e-06,-2.2522960550865565e-11,1.4683524631434158e-12,0.6942224990781292,19.272610034506858,-5.167222803721936e-06,0.6942224990766928,19.272610034508297,3.0942708929005904e-13
1.877419399229114e-05,2.0411065168804305,-2.7362282803614017e-07,-1.2244447446032371e-06,-2.2758807881093647e-11,1.49926493310445e-12,0.6942224990779153,19.27261003450356,-5.167222803782918e-06,0.6942224990764796,19.272610034505,3.0942708929746525e-13
1.8918966775122764e-05,2.041106516880252,-2.736228280394522e-07,-1.237155145886177e-06,-2.299505666435161e-11,1.5305528555214207e-12,0.6942224990776966,19.27261003450019,-5.167222803845012e-06,0.6942224990762593,19.272610034501625,3.09427089305007e-13
1.9064855939230635e-05,2.0411065168800704,-2.736228280428242e-07,-1.2498891042263771e-06,-2.3231743303666977e-11,1.5622227734035295e-12,0.6942224990774745,19.27261003449676,-5.167222803908231e-06,0.6942224990760391,19.2726100344982,3.094270893126853e-13
1.92118700933264e-05,2.041106516879886,-2.736228280462571e-07,-1.2626485460055363e-06,-2.346890360478056e-11,1.5942813512806843e-12,0.6942224990772489,19.272610034493283,-5.167222803972592e-06,0.6942224990758117,19.27261003449472,3.094270893205018e-13
1.9360017912505884e-05,2.041106516879698,-2.736228280497516e-07,-1.2754352386280815e-06,-2.3706570418515736e-11,1.6267350484962729e-12,0.6942224990770179,19.272610034489723,-5.167222804038108e-06,0.6942224990755808,19.27261003449116,3.094270893284593e-13
