amplitude,four_parameter_refit,zero_fit_prediction,relative_error_pct
c_d0,3.5417914489120252,3.541043552375122,-0.021116334704951445
c_d1,-0.8743573764115765,-0.8747502554733684,0.04493346455247682
a_d0,0.26133958182280853,0.26134650827227357,0.002650363720912985
a_d1,0.24186492816470875,0.24192696632147487,0.02564991842217701
