name,design_phase,x,y,z,max_error_pct,rms_error_pct,h_u1_fixed,a_d0_fixed,a_d1_fixed,h_d1_fixed,h_Q_fit,h_u0_fit,h_d0_fit,err_ct,err_ut,err_sb,err_db,err_Vus,err_Vcb,err_Vub
pair_yp1p5_zp1p5,phase2_interaction,0.0,0.015,0.015,4.3019019376405065,2.288090836184439,-0.03135394409334243,0.24963921769895414,0.2275324861636665,-0.6918939753517173,3.1592263585997586,3.3252800165140353,3.011171866168114,-1.3964168303305935,0.6854796418422682,-1.5647633966517915,-4.3019019376405065,0.45060424002631994,-2.1562774730282896,-2.9017639339912416
validation_05,phase2_validation,0.0195131290489759,0.0096082345211527,0.0162620183224917,1.5568816662222096,1.0301479410455374,-0.03131041661037201,0.25098884899321267,0.23042852968717512,-0.6840698738385822,3.0357481585697514,3.243645076529657,2.939199032774015,0.5436690937764777,1.4661834286055386,-0.9173039692285778,-1.5568816662222096,0.12297109317231936,-0.8134367778027785,-1.0203113041703404
validation_01,phase2_validation,-0.0166906968976708,-0.0177588310503958,-0.0167414382814477,3.0083877070669507,1.84035706706921,-0.030475783549193072,0.25795253042554084,0.24017854288298793,-0.6805824972337662,2.8497487865704514,3.091017492985197,2.803195413486059,-0.054115055115688815,-2.0905500662577348,1.5263055464177055,3.0083877070669507,-0.6186539527118784,1.7131305928727247,2.1534893923493614
corridor_x_m3p0pct,corridor,-0.03,0.0,0.0,2.247904708888171,1.467104401113956,-0.030865753110563436,0.253412031326656,0.23187655144892913,-0.6924431339337065,3.0773894566359585,3.265819912976184,2.956258161798249,-2.2393568983016587,-1.1976768702249507,-0.4481330738261846,-2.247904708888171,0.47288384112971205,-1.0371780196777314,-1.4367887315572148
corridor_x_p3p0pct,corridor,0.03,0.0,0.0,2.0973061237457014,1.1995702663113494,-0.03108819596550306,0.25341203132665596,0.2353518036771402,-0.6771563460592648,2.893414660921371,3.1398498786928055,2.8481204268845266,2.0973061237457014,0.8011529726168476,0.29086083707527965,1.6511283305609803,-0.7950656292560865,0.8009058563829718,0.9735699093315286
corridor_y_m3p0pct,corridor,0.0,-0.03,0.0,4.4639960756367225,2.7962734404953884,-0.030312283257560583,0.26112957663892333,0.24432953860001674,-0.6696936146681479,2.7292219311333925,2.983108150919621,2.708086528632676,0.8897951306765961,-2.658982940755894,1.9920829624382907,4.4639960756367225,-1.4702026712895444,2.8465114214751397,3.5654329000193608
corridor_y_p3p0pct,corridor,0.0,0.03,0.0,7.675002464945524,4.081224891938966,-0.03165165890852031,0.24592257394840794,0.22347802523075447,-0.700266347136636,3.3196661276802333,3.4266689310864287,3.104425718652889,-2.548028821003634,0.21491750802420384,-2.31356799629302,-7.675002464945524,0.08377350740655931,-3.84894420612909,-5.565652406441313
corridor_z_m3p0pct,corridor,0.0,0.0,-0.03,1.605531867387966,0.806609054659671,-0.03089595664955652,0.2534120313266561,0.23573794281360727,-0.6858476278092724,2.9541379925590707,3.176053223715204,2.881057697926446,0.4503890399194077,-0.46471472226534694,0.8012807870405592,1.605531867387966,-0.29229540139971144,0.5744832913711972,0.707294831325922
corridor_z_p3p0pct,corridor,0.0,0.0,0.03,1.6557092192538092,0.8256367884792105,-0.031056317442397396,0.2534120313266561,0.23168348188069557,-0.6836470152439663,3.0104269564093964,3.225468419460328,2.9199850842907926,-0.4489024982101575,0.4206836363620514,-0.8084564515979387,-1.6557092192538092,0.22324572434810896,-0.6034107895535379,-0.7644125086548548
corridor_x_m5p0pct,corridor,-0.05,0.0,0.0,3.937662570955436,2.5421921939746515,-0.030790373378993346,0.25341203132665596,0.23071813403952604,-0.6976453973712826,3.1388104682459614,3.3098010742968693,2.993737840585121,-3.703942413455974,-2.279364388371974,-0.7351302174072871,-3.937662570955436,0.4934475258770332,-1.7895678308212148,-2.613972111444607
