N,max_error_pct,rms_error_pct,h_d0,h_d1,a_d0,a_d1,value_ct,value_ut,value_sb,value_db,value_Vus,value_Vcb,value_Vub,error_ct_pct,error_ut_pct,error_sb_pct,error_db_pct,error_Vus_pct,error_Vcb_pct,error_Vub_pct
69,46.15845250407313,21.396899701151774,5.488923140992306,-4.106867574968384,0.907077134283302,1.3496667840708012,0.0038629481372274314,6.489339190151961e-06,0.01991003274188086,0.0009236800896039229,0.12076659103336397,0.0511755350690601,0.004756181189488304,4.83542799514316,-11.227950232929352,6.329162818283973,-1.7854766147738954,-46.15845250407313,21.2690404480097,20.715258616454424
70,45.77098608739527,21.549933288388395,5.485050127326958,-4.111198885102823,0.9138310677639058,1.3566535431527762,0.003814106524667525,6.356679524226269e-06,0.019745335851074824,0.0009237273808640288,0.1216356782059724,0.051514827053812884,0.004778854695820622,3.50992965170287,-13.042691321438049,5.449602109107277,-1.7804481545701245,-45.77098608739527,22.073049890551854,21.290728320320373
71,45.387710770249804,21.740436257721516,5.481208219523922,-4.1152176629488855,0.9203924633511505,1.3634097358304478,0.0037663367449365407,6.227692917062029e-06,0.0195871380484629,0.0009237834135467916,0.12249536474232971,0.05184786825325661,0.004800774484772054,2.213519468229408,-14.807186160580732,4.604749660621099,-1.774490222496583,-45.387710770249804,22.86224704563178,21.8470681414227
72,45.00371424182492,21.96433309377519,5.477315301376945,-4.118839847560198,0.9267466879494396,1.3699023030980682,0.003719557497776621,6.102479671193412e-06,0.019436233852499204,0.0009238609566231605,0.1233566689555867,0.05217806677088944,0.004822122380164451,0.9439910606281021,-16.520062644308652,3.7988485839827835,-1.766245099132857,-45.00371424182492,23.644707987889667,22.38889289757491
73,44.62216655604879,22.21761230676645,5.473426233655075,-4.122127404775237,0.9328905081323492,1.3761409195898409,0.0036737572426292966,5.9807128826794484e-06,0.01929223724769019,0.0009239525138044464,0.12421248041478257,0.05250311734762922,0.004842810302549241,-0.29896876696686725,-18.18579271222407,3.0298373705651915,-1.7565098617669195,-44.62216655604879,24.41497001807871,22.91396706977771
74,44.24571810654553,22.496653293834846,5.469594764240339,-4.12524802572049,0.938921826739958,1.382249210124471,0.0036290181782787766,5.862396224660824e-06,0.019152153182850653,0.0009240433175340106,0.12505685428701838,0.05282272633598531,0.00486284109952288,-1.513129245615008,-19.804326116956894,2.281721004727255,-1.7468547386121358,-44.24571810654553,25.172337289064718,23.4223629320528
75,43.87015327485353,22.79810478744491,5.465746260272273,-4.12806205654941,0.9447701625870661,1.3881320900920904,0.003585211327772871,5.7474267477365154e-06,0.01901819946738746,0.000924146968359448,0.12589924620450355,0.05313875587550407,0.004882334401381891,-2.7019906433768948,-21.377071172833652,1.5663436567212363,-1.7358335890459653,-43.87015327485353,25.921222453801107,23.917116786342408
76,43.4983271864518,23.118822315113732,5.461931957072412,-4.130667901597631,0.9504730199713481,1.3938447001017118,0.003542360587499615,5.635632637427435e-06,0.018888981058212555,0.0009242570784636961,0.12673325212078862,0.053449709376261985,0.004901248482581214,-3.8649044431152912,-22.906378246053638,0.8762551246528361,-1.724125627024975,-43.4983271864518,26.658079090668195,24.397169608660253
77,43.13002794054963,23.456029859542557,5.4581513435408935,-4.133093523587772,0.9560513652839139,1.399410830486911,0.003500452488117209,5.526955441214062e-06,0.018763897959175796,0.0009243679124582485,0.12755934732934718,0.053756087643111954,0.004919619704124088,-5.002236185386844,-24.393046948074947,0.20825114014313417,-1.712340694046166,-43.13002794054963,27.38409394102359,24.863444267108846
78,42.76425390909807,23.807170129220783,5.454386656730254,-4.135307555453633,0.9614848618599923,1.4048049969149687,0.0034594325184104545,5.421277533970578e-06,0.018643498484795167,0.0009244865498412267,0.12837977848189303,0.05405834300850599,0.004937484979675076,-6.115465234234985,-25.838686352366715,-0.4347400332327278,-1.6997260299909223,-42.76425390909807,28.100338882715615,25.316877656727833
79,42.40107700490042,24.17001619610083,5.450642198872722,-4.137347251737685,0.9668005038771076,1.410058776382305,0.003419295720830789,5.3185445632531874e-06,0.018527014374703513,0.000924608187527547,0.12919438427800836,0.0543570150849809,0.004954855832647195,-7.204726131130879,-27.24403998268444,-1.0568212758027218,-1.6867923449173872,-42.40107700490042,28.808092618438152,25.757762249928827
80,42.04197613512262,24.542388793438526,5.446941974899667,-4.139233227314723,0.9719890035031871,1.41516831836608,0.00338001520801941,5.218557827470353e-06,0.01841444202853821,0.000924731154263938,0.12999984752891997,0.05465055601275849,0.0049717342812310075,-8.270748564299046,-28.611826012181986,-1.6580118152370593,-1.6737173424973828,-42.04197613512262,29.503687234024856,26.186149269822522
