candidate,local33_mean_abs_error_pct,local33_max_abs_error_pct,all51_mean_abs_error_pct,all51_max_abs_error_pct,promoted_to_derivation
R_action_equivalent,0.1397482344229267,0.2975193811594279,0.2273401712425703,1.0122475587325264,False
R_peak,0.3254252625335024,0.7696903081189532,0.5830700045786389,2.5039044383280196,False
action_FWHM,0.4899484996884381,1.162312227774187,0.8532497445483586,3.9175984535284814,False
old_form_xiPhiT2_sigmaGrad_over_wGrad,0.8109732929428606,1.8008559972098936,1.3530540776879836,6.145076970494179,False
sigma_gradient,0.883330173843761,2.277625466258981,1.4153807134401508,7.359506333941268,False
gradient_FWHM,0.9008077211503366,2.178346905659523,1.528657941875983,7.724179011875876,False
old_form_xiPhiT2_sigmaAction_over_wAction,1.4702486809119373,3.579621807836375,2.6051127239608363,10.041633086075752,False
