scale_ratio_Lambda_over_M,log_interval,sign,N_eff,mismatch_pct,below_1pct_flavor_window
2.0624397525140914,0.7238896278977935,enhancement,21.108553688272636,0.5169223251077826,True
2.0944511431514696,0.7392915348743424,suppression,20.88976916583092,-0.5249087341384739,True
2.0944511431514696,0.7392915348743424,enhancement,21.11087002615134,0.5279525054825651,True
2.1269593866686907,0.7546934418508912,suppression,20.887479459352107,-0.5358120983232961,True
2.1269593866686907,0.7546934418508912,enhancement,21.11318664314441,0.5389840149733871,True
2.159972194782718,0.77009534882744,suppression,20.88519002858694,-0.5467141495860028,True
2.159972194782718,0.77009534882744,enhancement,21.115503539287126,0.5500168537482253,True
2.193497398905059,0.7854972558039889,suppression,20.88290087350058,-0.5576148880924725,True
2.193497398905059,0.7854972558039889,enhancement,21.11782071461477,0.5610510219751008,True
2.2275429519995575,0.8008991627805376,suppression,20.880611994058192,-0.5685143140086057,True
2.2275429519995575,0.8008991627805376,enhancement,21.120138169162637,0.5720865198220793,True
2.262116930469025,0.8163010697570864,suppression,20.878323390224946,-0.5794124275002588,True
2.262116930469025,0.8163010697570864,enhancement,21.122455902966024,0.5831233474572484,True
2.2972275360711523,0.8317029767336351,suppression,20.876035061966025,-0.5903092287332101,True
2.2972275360711523,0.8317029767336351,enhancement,21.124773916060224,0.5941615050486959,True
2.332883097864157,0.847104883710184,suppression,20.873747009246603,-0.601204717873316,True
2.332883097864157,0.847104883710184,enhancement,21.127092208480548,0.6052009927645097,True
2.369092074182633,0.8625067906867327,suppression,20.871459232031867,-0.6120988950863437,True
2.369092074182633,0.8625067906867327,enhancement,21.129410780262305,0.6162418107728884,True
2.405863054644066,0.8779086976632816,suppression,20.869171730287007,-0.6229917605380608,True
2.405863054644066,0.8779086976632816,enhancement,21.1317296314408,0.6272839592418977,True
2.4432047621864883,0.8933106046398305,suppression,20.866884503977218,-0.6338833143942013,True
2.4432047621864883,0.8933106046398305,enhancement,21.134048762051357,0.638327438339803,True
2.481126055137769,0.9087125116163792,suppression,20.864597553067696,-0.6447735568204882,True
2.481126055137769,0.9087125116163792,enhancement,21.136368172129295,0.6493722482347364,True
2.519635929317015,0.924114418592928,suppression,20.862310877523647,-0.6556624879826334,True
2.519635929317015,0.924114418592928,enhancement,21.138687861709947,0.6604183890949855,True
2.558743520168588,0.9395163255694768,suppression,20.860024477310276,-0.6665501080463043,True
2.558743520168588,0.9395163255694768,enhancement,21.141007830828638,0.6714658610887492,True
2.598458104929249,0.9549182325460256,suppression,20.857738352392797,-0.6774364171771574,True
