sign,sign_numeric,c_g,N_eff,k_weighted_over_k0,mismatch_pct,max_flavor_error_pct_interp,rms_flavor_error_pct_interp
suppression,-1,1.8900000000000001,20.253337075359077,0.9644446226361465,-3.55553773638535,1.4155021371585892,0.944107533166296
suppression,-1,1.9000000000000001,20.249464944978744,0.9642602354751783,-3.573976452482175,1.4236090366096847,0.9493396638787944
suppression,-1,1.9100000000000001,20.245593628989546,0.9640758870947403,-3.5924112905259653,1.4317144636758823,0.9545802816709479
suppression,-1,1.92,20.241723127211596,0.9638915774862665,-3.6108422513733474,1.4398181860168897,0.9598197972616889
suppression,-1,1.93,20.23785343946504,0.9637073066411924,-3.629269335880758,1.4479188021946734,0.965064181748695
suppression,-1,1.94,20.233984565570076,0.963523074550956,-3.6476925449044018,1.4560165896409536,0.9703122552931001
suppression,-1,1.95,20.230116505346924,0.9633388812069964,-3.66611187930036,1.4641126740228323,0.9755592251030235
suppression,-1,1.96,20.226249258615862,0.9631547266007553,-3.6845273399244705,1.4722065276344543,0.9808151782655635
suppression,-1,1.97,20.2223828251972,0.9629706107236762,-3.702938927632382,1.4802986626452008,0.9860703393109636
suppression,-1,1.98,20.21851720491129,0.9627865335672043,-3.721346643279566,1.4883898373109432,0.9913282477785147
suppression,-1,1.99,20.214652397578526,0.962602495122787,-3.739750487721305,1.4964805016641092,0.9965912402668048
suppression,-1,2.0,20.210788403019343,0.9624184953818735,-3.7581504618126482,1.5045694645409327,1.0018531259415109
suppression,-1,2.0100000000000002,20.206925221054213,0.9622345343359149,-3.776546566408512,1.5126519030854644,1.0071216983022815
suppression,-1,2.02,20.203062851503653,0.9620506119763644,-3.7949388023635566,1.5207314054563925,1.0123911605451335
suppression,-1,2.0300000000000002,20.199201294188217,0.961866728294677,-3.813327170532299,1.5288093090768182,1.0176614714747454
suppression,-1,2.04,20.195340548928502,0.9616828832823097,-3.8317116717690336,1.5368858986167615,1.022938176493427
suppression,-1,2.05,20.191480615545142,0.961499076930721,-3.850092306927899,1.5449607897302011,1.0282137718734907
suppression,-1,2.06,20.18762149385882,0.9613153092313724,-3.868469076862757,1.553040960265488,1.0334938284432689
suppression,-1,2.07,20.18376318369025,0.9611315801757262,-3.8868419824273803,1.5611237742076327,1.0387762416414068
suppression,-1,2.08,20.179905684860188,0.960947889755247,-3.905211024475297,1.569204837807612,1.0440577624296459
suppression,-1,2.09,20.176048997189433,0.9607642379614015,-3.9235762038598465,1.5772821811694777,1.0493468847165344
suppression,-1,2.1,20.172193120498832,0.9605806247856586,-3.9419375214341357,1.5853578260362298,1.0546348948124513
suppression,-1,2.11,20.168338054609254,0.9603970502194883,-3.960294978051171,1.5934234147769495,1.0599255857816752
suppression,-1,2.12,20.164483799341625,0.9602135142543631,-3.9786485745636924,1.6014762805372884,1.0652201682442763
suppression,-1,2.13,20.160630354516904,0.9600300168817574,-3.9969983118242625,1.6095274530034627,1.070513637403135
suppression,-1,2.14,20.156777719956093,0.9598465580931472,-4.015344190685277,1.6175892694453708,1.0758129039680628
suppression,-1,2.15,20.15292589548023,0.959663137880011,-4.0336862119989,1.6256518036293905,1.0811124078345697
suppression,-1,2.16,20.1490748809104,0.9594797562338286,-4.052024376617136,1.6337130307386973,1.0864127519136695
suppression,-1,2.17,20.145224676067727,0.9592964131460823,-4.070358685391772,1.6417737903739151,1.0917181618170257
suppression,-1,2.18,20.141375280773367,0.9591131086082556,-4.0886891391744395,1.649832855144926,1.097022456199047
suppression,-1,2.19,20.137526694848532,0.9589298426118349,-4.107015738816511,1.6578971342233082,1.1023306645122373
suppression,-1,2.2,20.13367891811446,0.9587466151483076,-4.125338485169239,1.6659635585608674,1.107640552640322
suppression,-1,2.21,20.129831950392433,0.9585634262091635,-4.143657379083654,1.6740278168182467,1.1129496666134158
suppression,-1,2.22,20.12598579150378,0.9583802757858942,-4.161972421410576,1.68208009081206,1.1182651557376864
suppression,-1,2.23,20.122140441269863,0.9581971638699935,-4.180283613000646,1.6901306718156222,1.123579527280604
suppression,-1,2.24,20.118295899512088,0.9580140904529566,-4.19859095470434,1.6981720034493741,1.1288961917084002
suppression,-1,2.25,20.1144521660519,0.957831055526281,-4.2168944473718994,1.7062021547388129,1.1342160208486767
suppression,-1,2.2600000000000002,20.110609240710783,0.9576480590814659,-4.235194091853412,1.7142306177430344,1.1395347315307107
suppression,-1,2.27,20.10676712331027,0.9574651011100128,-4.253489888998718,1.7222590356546303,1.1448584925210414
suppression,-1,2.2800000000000002,20.102925813671916,0.9572821816034246,-4.271781839657541,1.7302860752081477,1.15018229647308
suppression,-1,2.29,20.099085311617337,0.9570993005532065,-4.290069944679353,1.7383175432569646,1.1555066152669626
suppression,-1,2.3000000000000003,20.095245616968175,0.9569164579508654,-4.308354204913456,1.7463668821834732,1.1608350406033225
suppression,-1,2.31,20.091406729546122,0.9567336537879105,-4.326634621208947,1.7544145288804702,1.1661623457335781
suppression,-1,2.32,20.0875686491729,0.9565508880558524,-4.344911194414758,1.7624478653546245,1.1714930875153609
suppression,-1,2.33,20.08373137567028,0.9563681607462038,-4.363183925379621,1.7704722138067126,1.1768253444345103
suppression,-1,2.34,20.07989490886007,0.9561854718504795,-4.381452814952047,1.7784949509528354,1.182156665799383
suppression,-1,2.35,20.076059248564114,0.9560028213601959,-4.399717863980412,1.786518685798355,1.1874934486108242
suppression,-1,2.36,20.072224394604305,0.9558202092668717,-4.417979073312828,1.7945407338867232,1.1928291095187198
suppression,-1,2.37,20.068390346802573,0.9556376355620273,-4.43623644379727,1.8025669272160936,1.198166376425513
suppression,-1,2.38,20.064557104980885,0.955455100237185,-4.454489976281495,1.8105994903905396,1.2035062899296205
suppression,-1,2.39,20.060724668961253,0.9552726032838692,-4.47273967161308,1.818630365005739,1.2088450809078133
suppression,-1,2.4,20.056893038565722,0.9550901446936058,-4.490985530639424,1.8266327085905745,1.2141883085271217
suppression,-1,2.41,20.053062213616382,0.9549077244579229,-4.5092275542077065,1.834627110484629,1.2195317092397457
