name,design_phase,x,y,z,Gmax_y,max_error_pct,rms_error_pct,a_d0_fit,h_d0_fit,err_ct,err_ut,err_sb,err_db,err_Vus,err_Vcb,err_Vub
corridor_y_m8p0pct,corridor,0.0,-0.08,0.0,0.6942607785878171,46.24397964441413,21.085778599705886,0.197968310159659,2.16108475392561,-6.4747786063305,-12.738434527429854,-8.92781346483007,9.449601670232033,-46.24397964441413,-22.901117056875908,-8.724236418479114
corridor_y_p3p0pct,corridor,0.0,0.03,0.0,0.7822346736911,13.661224651880266,8.28648186767604,0.23208363899993792,2.8013933564629188,1.9355187264871843,2.6288331186876235,7.351575673353938,-12.463684825384924,-8.326567249479167,-2.1572182179731114,-13.661224651880266
corridor_y_p5p0pct,corridor,0.0,0.05,0.0,0.7986909497216144,20.46086819080106,13.35829634928262,0.2215675336794909,2.8844311614407903,2.8779344964889875,4.1566661800648275,13.989584585707782,-20.46086819080106,-13.8039086193398,-3.066926833736272,-20.229647832121124
corridor_y_p8p0pct,corridor,0.0,0.08,0.0,0.8234861787554155,31.09026795769654,20.416504047739636,0.22734603730000108,2.9696753607716504,3.931061979565875,5.680303437869516,31.09026795769654,-29.702796681473075,-22.116164399689286,-2.6711091155346423,-22.912789512467626
corridor_z_m3p0pct,corridor,0.0,0.0,-0.03,0.7561754841315885,3.6445619712876853,1.639717552241008,0.2627136226172548,2.6466528370130327,0.27698968745071273,-0.783240007535746,-0.0751802636014931,3.6445619712876853,0.5478092464987316,0.4198814164377396,2.089413303423049
corridor_z_m5p0pct,corridor,0.0,0.0,-0.05,0.7550365163447089,5.64573615401851,2.669922591999014,0.2661064078132406,2.635336311479984,0.3584101419818797,-1.008965816499685,-0.5110896801094444,5.64573615401851,1.2616139580188035,0.7237103122372135,3.8081440236832353
corridor_z_m8p0pct,corridor,0.0,0.0,-0.08,0.7532587608681085,8.836948435470337,4.337478405201679,0.2715683404643965,2.6175183480786544,0.4694124964659485,-1.3660198791332179,-1.145330194597749,8.836948435470337,2.382231687627545,1.2055762456299135,6.563367520086616
corridor_z_p3p0pct,corridor,0.0,0.0,0.03,0.7594855371793569,2.895566877375977,1.6155616846870566,0.25296126056380236,2.679712093979144,0.03944279611756141,-0.11678339358124346,1.4274692650090737,-2.1876154694840277,-1.6849252822315641,-0.4565874626935029,-2.895566877375977
corridor_z_p5p0pct,corridor,0.0,0.0,0.05,0.7605778504398248,4.482378747687099,2.598862324797276,0.24989864315880955,2.690474531184531,-0.04752374039908025,0.09011120206667833,2.003560778989688,-4.077536706155893,-2.448940417185075,-0.73391372675643,-4.482378747687099
corridor_z_p8p0pct,corridor,0.0,0.0,0.08,0.7621507875136582,6.729345929898789,4.006690303080068,0.24573320360735118,2.7055937576864295,-0.17187362051532817,0.4021700050615973,2.909458024791167,-6.729345929898789,-3.5601595496286054,-1.1135416321263691,-6.672326087026404
