n_fixed,fixed,n_fitted,max_error_pct,rms_error_pct,h_Q,h_u0,h_u1,a_d0,a_d1,h_d0,h_d1
2,a_d1+c_d0,5,0.9077503282921118,0.41732515975677,2.785426779448332,2.8919848852766137,-0.03159171915789357,0.2577356866640168,0.24395430601509957,2.6525975022153876,-0.6607904875076108
2,a_d1+c_d1,5,0.9200616769724501,0.41984864530765065,2.785437663803612,2.9073264552179467,-0.03161085747683972,0.25830143425885693,0.24395430601509957,2.6641577698814767,-0.6631493755538469
2,c_d0+c_d1,5,1.181359050070352,0.5982196834427222,2.797856589753839,2.885728158017639,-0.03155536976488935,0.25597503046058284,0.244462347480012,2.6525975022153876,-0.6631493755538469
3,c_Q+c_u0+c_u1,4,0.4382375529291549,0.2143244979368086,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2600928592643942,0.24244734864393977,2.6568341782256755,-0.65735329784824
3,c_Q+c_u0+a_d0,4,0.8983826537597439,0.4642593610873646,2.7789116689875484,2.90522583575971,-0.031623209980888536,0.2635365830624751,0.24168704248502795,2.649779476154712,-0.6536476762618078
3,c_Q+c_u0+a_d1,4,0.9087137597431516,0.42770226300988584,2.7789116689875484,2.90522583575971,-0.031623774625494254,0.2586468361429269,0.24395430601509957,2.6613181615042785,-0.6622688960988773
3,c_Q+c_u0+c_d0,4,0.5309736411499122,0.2950703601173585,2.7789116689875484,2.90522583575971,-0.03162353483021691,0.2618263201468439,0.24186902540328936,2.6525975022153876,-0.6547530776890168
3,c_Q+c_u0+c_d1,4,0.770805421825127,0.46423757422709844,2.7789116689875484,2.90522583575971,-0.03162387313157126,0.25786132420259894,0.2440060970643959,2.6632258300743703,-0.6631493755538469
3,c_Q+c_u1+a_d0,4,0.7508363622435676,0.395919836539848,2.7789116689875484,2.9473931501482666,-0.03157854169304032,0.2635365830624751,0.24205162310311537,2.684557395641548,-0.6617422371038784
3,c_Q+c_u1+a_d1,4,0.8477474916391614,0.4195859121886748,2.7789116689875484,2.855646585933207,-0.03157854169304032,0.25689835436093367,0.24395430601509957,2.6237721300610266,-0.6545900771049902
3,c_Q+c_u1+c_d0,4,0.3984282413692086,0.20475777554422805,2.7789116689875484,2.8993884577087163,-0.03157854169304032,0.2598167035960341,0.24247061355843147,2.6525975022153876,-0.6565638186359735
3,c_Q+c_u1+c_d1,4,0.6654347470743782,0.3042733260251476,2.7789116689875484,2.936441420255987,-0.03157854169304032,0.2608810168555668,0.2427373541316296,2.6813620602301804,-0.6631493755538469
3,c_Q+a_d0+a_d1,4,0.8907476585992891,0.42968145763988724,2.7789116689875484,3.021069044708636,-0.03179724114109188,0.2635365830624751,0.24395430601509957,2.7468954584522853,-0.6795395213833669
3,c_Q+a_d0+c_d0,4,0.8762733328128602,0.44871721084736493,2.7789116689875484,2.908796531154615,-0.0316278154132219,0.2635365830624751,0.2416794655017152,2.6525975022153876,-0.6541919172002514
3,c_Q+a_d0+c_d1,4,0.3711301593617433,0.2597398359806503,2.7789116689875484,2.9568806506897305,-0.031694466296561356,0.2635365830624751,0.24200560654233333,2.6921546203526514,-0.6631493755538469
3,c_Q+a_d1+c_d0,4,0.8976370227007591,0.42596203788195347,2.7789116689875484,2.893623652034297,-0.031609261849562816,0.25821082060684003,0.24395430601509957,2.6525975022153876,-0.6604920216934489
3,c_Q+a_d1+c_d1,4,0.9112760081008586,0.42843191297136246,2.7789116689875484,2.9109321538263973,-0.03163110390338175,0.2588536944727297,0.24395430601509957,2.665623412004773,-0.6631493755538469
3,c_Q+c_d0+c_d1,4,1.1264563456285348,0.6458906608407053,2.7789116689875484,2.8891134275173056,-0.031603830929422594,0.2569626182254601,0.2447842038298497,2.6525975022153876,-0.6631493755538469
