mode,scale_relative_to_radial,lambda0,lambdaF,max_error_pct,rms_error_pct,below_1pct
seed_only,1.215,1.302303858683469,1.0718550277230197,0.6516574255136742,0.37911135246419303,True
seed_only,1.216,1.3033757137111919,1.0718550277230197,0.6518463964344856,0.3794379172997932,True
seed_only,1.217,1.304447568738915,1.0718550277230197,0.6520353693887371,0.3797663434266475,True
seed_only,1.218,1.3055194237666379,1.0718550277230197,0.6522243443612963,0.3800966260854166,True
seed_only,1.219,1.306591278794361,1.0718550277230197,0.6524133213950511,0.38042876052173186,True
seed_only,1.22,1.3076631338220839,1.0718550277230197,0.6526023004276738,0.3807627419827877,True
seed_only,1.221,1.308734988849807,1.0718550277230197,0.6527912815218806,0.38109856566924744,True
seed_only,1.222,1.30980684387753,1.0718550277230197,0.6529802647177174,0.3814362268204563,True
seed_only,1.223,1.3108786989052532,1.0718550277230197,0.6531692498604746,0.38177572061182496,True
seed_only,1.224,1.311950553932976,1.0718550277230197,0.653358237076751,0.3821170422626908,True
seed_only,1.225,1.3130224089606992,1.0718550277230197,0.6535472263002218,0.38246018694582207,True
seed_only,1.226,1.314094263988422,1.0718550277230197,0.6537362175950578,0.3828051498507265,True
seed_only,1.227,1.3151661190161452,1.0718550277230197,0.653925210966233,0.38315192614361965,True
seed_only,1.228,1.316237974043868,1.0718550277230197,0.6541142062875704,0.3835005109679549,True
seed_only,1.229,1.3173098290715912,1.0718550277230197,0.6543032037356622,0.3838508995027266,True
seed_only,1.23,1.318381684099314,1.0718550277230197,0.6544922031777145,0.384203086850733,True
seed_only,1.231,1.3194535391270372,1.0718550277230197,0.6546812045983064,0.38455706818470187,True
seed_only,1.232,1.3205253941547601,1.0718550277230197,0.6558910185015865,0.3849128386295107,True
seed_only,1.233,1.3215972491824834,1.0718550277230197,0.6571926510997583,0.3852703933003057,True
seed_only,1.234,1.3226691042102063,1.0718550277230197,0.6584943038148605,0.38562972729546174,True
seed_only,1.235,1.3237409592379294,1.0718550277230197,0.659795976803168,0.3859908357518583,True
seed_only,1.236,1.3248128142656523,1.0718550277230197,0.6610976698704585,0.38635371378851124,True
seed_only,1.237,1.3258846692933755,1.0718550277230197,0.6623993831785358,0.3867183564636819,True
seed_only,1.238,1.3269565243210983,1.0718550277230197,0.6637011166257922,0.3870847588692755,True
seed_only,1.239,1.3280283793488215,1.0718550277230197,0.6650028703162114,0.38745291611187066,True
seed_only,1.24,1.3291002343765443,1.0718550277230197,0.6663046441027332,0.38782282328631884,True
seed_only,1.241,1.3301720894042675,1.0718550277230197,0.6676064381310853,0.3881944754159344,True
seed_only,1.242,1.3312439444319903,1.0718550277230197,0.6689082523377188,0.38856786762016965,True
seed_only,1.243,1.3323157994597135,1.0718550277230197,0.6702100867230776,0.3889429949626978,True
seed_only,1.244,1.3333876544874363,1.0718550277230197,0.6715119413194692,0.38931985245256834,True
seed_only,1.245,1.3344595095151597,1.0718550277230197,0.6728138160881914,0.38969843522708086,True
seed_only,1.246,1.3355313645428826,1.0718550277230197,0.6741157109983131,0.3900787382966015,True
seed_only,1.247,1.3366032195706057,1.0718550277230197,0.6754176261669631,0.3904607567109129,True
seed_only,1.248,1.3376750745983286,1.0718550277230197,0.6767195614419741,0.3908444855182397,True
seed_only,1.249,1.3387469296260517,1.0718550277230197,0.6780215169654102,0.39122991978061283,True
seed_only,1.25,1.3398187846537746,1.0718550277230197,0.6793234926466551,0.3916170545165876,True
seed_only,1.2510000000000001,1.3408906396814977,1.0718550277230197,0.6806254884725416,0.39200588480634085,True
seed_only,1.252,1.3419624947092206,1.0718550277230197,0.6819275045362394,0.39239640564285455,True
seed_only,1.2530000000000001,1.3430343497369437,1.0718550277230197,0.6832295407713351,0.3927886120992319,True
seed_only,1.254,1.3441062047646666,1.0718550277230197,0.6845315972203947,0.3931824991409169,True
seed_only,1.2550000000000001,1.3451780597923897,1.0718550277230197,0.6858336738105653,0.3935780618438058,True
seed_only,1.256,1.3462499148201128,1.0718550277230197,0.6871357706751846,0.39397529530469044,True
seed_only,1.2570000000000001,1.347321769847836,1.0718550277230197,0.6884378876101938,0.3943741944415107,True
seed_only,1.258,1.3483936248755588,1.0718550277230197,0.689740024736718,0.39477475434607945,True
seed_only,1.2590000000000001,1.349465479903282,1.0718550277230197,0.6910421821346935,0.3951769700081919,True
seed_only,1.26,1.3505373349310048,1.0718550277230197,0.6923443596963175,0.3955808365005171,True
seed_only,1.2610000000000001,1.351609189958728,1.0718550277230197,0.6936465574703732,0.39598634881145767,True
seed_only,1.262,1.3526810449864508,1.0718550277230197,0.6949487754106309,0.39639350197900997,True
seed_only,1.2630000000000001,1.353752900014174,1.0718550277230197,0.696251013548066,0.3968022910003783,True
seed_only,1.264,1.3548247550418968,1.0718550277230197,0.6975532718782151,0.39721271097090793,True
seed_only,1.2650000000000001,1.35589661006962,1.0718550277230197,0.6988555503454341,0.3976247568364916,True
seed_only,1.266,1.3569684650973428,1.0718550277230197,0.7001578490346994,0.3980384236858548,True
seed_only,1.2670000000000001,1.3580403201250661,1.0718550277230197,0.7014601679640853,0.39845370650220513,True
seed_only,1.268,1.359112175152789,1.0718550277230197,0.7027625070262111,0.3988706003597646,True
seed_only,1.2690000000000001,1.3601840301805121,1.0718550277230197,0.704064866316001,0.39928910024306424,True
seed_only,1.27,1.361255885208235,1.0718550277230197,0.7053672457338456,0.39970920124319126,True
seed_only,1.2710000000000001,1.3623277402359582,1.0718550277230197,0.7066696454168797,0.4001308983231845,True
seed_only,1.272,1.363399595263681,1.0718550277230197,0.7079720652861221,0.40055418652563723,True
seed_only,1.2730000000000001,1.3644714502914042,1.0718550277230197,0.7092745053636218,0.4009790609513623,True
seed_only,1.274,1.365543305319127,1.0718550277230197,0.7105769656423622,0.40140551657690576,True
seed_only,1.2750000000000001,1.3666151603468502,1.0718550277230197,0.7118794461413946,0.4018335484723254,True
seed_only,1.276,1.367687015374573,1.0718550277230197,0.7131819466736244,0.4022631516715363,True
seed_only,1.2770000000000001,1.3687588704022962,1.0718550277230197,0.7144844675063933,0.40269432124977594,True
seed_only,1.278,1.369830725430019,1.0718550277230197,0.7157870085877649,0.40312705222905304,True
seed_only,1.2790000000000001,1.3709025804577424,1.0718550277230197,0.717089569763063,0.40356133964026464,True
seed_only,1.28,1.3719744354854653,1.0718550277230197,0.7183921512315505,0.4039971785932815,True
seed_only,1.2810000000000001,1.3730462905131884,1.0718550277230197,0.7196947528816944,0.4044345641159697,True
seed_only,1.282,1.3741181455409113,1.0718550277230197,0.7209973746998388,0.4048734912475766,True
seed_only,1.2830000000000001,1.3751900005686344,1.0718550277230197,0.7223000166944216,0.4053139550850496,True
seed_only,1.284,1.3762618555963573,1.0718550277230197,0.7236026788828065,0.4057559507090202,True
