model,n_continuous_coefficients,generation_spurion,sector_spurion,classification,max_abs_percent_error,rms_percent_error,q_min,q_max,kappa_min,kappa_max,h_min,h_max,condition_Yu,condition_Yd,active_bound,parameters,error_ct_pct,error_ut_pct,error_sb_pct,error_db_pct,error_Vus_pct,error_Vcb_pct,error_Vub_pct
hypercharge_two_spurion_natural_bound_3,6,"diag(-1,0,+1)","SM hypercharge (1/6,2/3,-1/3)",O(1)-coefficient test,156.54528260945372,62.13315128151601,0.22163582474720983,2.1241247529741094,-0.9741640816440319,1.2198158167726931,-1.0612834373412898,3.2616086829298023,135641.39489391664,1549.7865822410877,False,"[-1.0015580145635326, 1.258521495166752, 0.3205844038388286, -0.7335892508242362, 0.5932756088234936, 1.0902020951523792]",-3.338376612574512,0.8517702685574724,156.54528260945372,-31.390819075732278,-27.65737289418415,-18.758754616125273,20.07981490276869
hypercharge_two_spurion_relaxed_bound_5,6,"diag(-1,0,+1)","SM hypercharge (1/6,2/3,-1/3)",relaxed test; coefficients at bounds are a warning,18.46997277788962,7.3268460389428505,0.013324448429002057,8.663140938050496,-9.076280268794594,1.6203110428753607,-598.3974686568026,3.218088451190279,133802.2100742562,1036.8509902558444,True,"[-2.2093619246282628, -4.267870130596053, -4.999999999999999, -3.708625582917377, -3.8160461611211485, 4.9190102187528]",18.46997277788962,2.2380332070461417,-4.160382795922956,2.550500519601484,-0.6319455053271583,-2.316649352718736,0.223530406272765
hypercharge_two_spurion_unbounded_seeded,6,"diag(-1,0,+1)","SM hypercharge (1/6,2/3,-1/3)",diagnostic only; rejects naturalness if charges become extreme,5.5389565088186155,3.7815294492251397,0.0016384075356978306,52.073165968954285,-5.395781127348679,9.79847246151676,-1.0729927259810423,5980.485470205917,144002.29656793733,1063.874086253506,False,"[-1.846035567156757, -7.77501021840032, 0.9201976857372846, -1.2512276167974836, 8.71665289972303, 6.47760068914241]",5.248357575643525,-5.003773392640465,2.948684291055037,-0.05434911059158942,2.781942008373539,-5.5389565088186155,0.6323100521999692
