q,delta_min,delta_max,delta_min_pct,delta_max_pct
0.25,-0.12854442344045225,0.4231332357247446,-12.854442344045225,42.31332357247446
0.5,-0.03780718336483968,0.1244509516837482,-3.780718336483968,12.44509516837482
1.0,-0.015122873345935872,0.04978038067349955,-1.5122873345935872,4.978038067349955
2.0,-0.00945179584120992,0.03111273792093705,-0.945179584120992,3.111273792093705
3.0,-0.008401596303297731,0.027655767040832835,-0.8401596303297731,2.7655767040832835
3.6,-0.008144880860696868,0.026810729714585424,-0.8144880860696868,2.6810729714585424
