control,correlation,mean_abs_relative_error_pct,median_abs_relative_error_pct,max_abs_relative_error_pct,baseline_relative_error_pct
h_Q,-0.3132974371562345,2.32190678819675,1.9238756225186782,10.579137180625796,1.5831607846457985
h_u0,-0.9179117020531355,4.539978687636867,2.6917710504156256,24.477437905430687,-2.1315327308658816
h_u1,0.5482227316749784,11.416393677577426,11.455609995144055,20.105813821138142,-11.339806280349896
a_d0,0.869387328959726,5.029706369757941,3.9261995247376946,16.744442808329254,3.6235187203194075
a_d1,0.9678402148893661,0.6330515129389107,0.5004772691281412,2.9085176292988013,0.1684915395673503
h_d0,-0.9823584118799278,15.612072523752715,12.021975743708602,93.75921641057082,11.987599979924624
h_d1,-0.5650346857821396,3.628220281625285,2.453916060477357,19.0966721739493,-1.646101398972366
