model,n_fitted,n_fixed_by_formula,fixed_controls,max_abs_percent_error,rms_percent_error,control_h_Q,control_h_u0,control_h_u1,control_a_d0,control_a_d1,control_h_d0,control_h_d1,error_ct_pct,error_ut_pct,error_sb_pct,error_db_pct,error_Vus_pct,error_Vcb_pct,error_Vub_pct
canonical_7_fit,7,0,,4.6556092314631314e-10,1.7963213861154906e-10,1.9245065324907926,0.3758945736175765,-0.033294503225086244,0.3170813627531492,0.487083694028659,0.10402929977224969,-0.1484989766391397,-1.616484723854228e-11,4.6556092314631314e-10,1.3655743202889425e-11,1.971756091734278e-11,3.161915174132446e-11,2.3092638912203256e-12,8.535394613318203e-11
locking_interval_fixed,6,1,a_d1,0.06907780565565957,0.039540330743934295,1.9228126645410433,0.3744656243980313,-0.033301648590251164,0.316969443381488,0.48790861203019914,0.10302122962810374,-0.14820450551450787,0.04938457976988442,-0.024626636020153025,0.06907780565565957,0.003826043310772853,0.05353223031350218,0.004283162265350526,-0.015110571257059835
locking_interval_and_gradient_fraction_fixed,5,2,a_d1+h_d1,0.07999209089661896,0.05021360182456313,1.9234287744161533,0.37390940859671945,-0.0332975137099506,0.31704757321716753,0.48790861203019914,0.10249089945523694,-0.1480128221095432,0.030250369319362314,-0.015094154780570523,0.07214179504970719,-0.06580986967157365,0.07999209089661896,0.023798581419876008,0.002537258772350448
four_formula_controls_fixed,3,4,h_Q+h_u0+a_d1+h_d1,0.2744986148529138,0.1447725793705805,1.9188623238633342,0.3759750592829882,-0.03332540590902885,0.31795918152772884,0.48790861203019914,0.10348684883760473,-0.1480128221095432,0.1699382095475599,-0.08453856782612013,-0.11036991396143891,-0.015059890667556974,0.1434946162084838,0.2744986148529138,0.0483675614145751
six_formula_controls_fixed,1,6,h_Q+h_u0+h_u1+a_d0+a_d1+h_d1,0.4681998024669065,0.3258626204227083,1.9188623238633342,0.3759750592829882,-0.033394698648989,0.31621163318178863,0.48790861203019914,0.10379471020114175,-0.1480128221095432,0.3781053455610861,0.33139224841178816,-0.35189563129611745,-0.11682949283052801,0.32531536441298137,0.16733155709087733,-0.4681998024669065
all_seven_formula_controls_fixed,0,7,h_Q+h_u0+h_u1+a_d0+a_d1+h_d0+h_d1,0.6005024923740443,0.3681914264150486,1.9188623238633342,0.3759750592829882,-0.033394698648989,0.31621163318178863,0.48790861203019914,0.10431310972135638,-0.1480128221095432,0.3781053455610861,0.33139224841178816,-0.5094345785208176,-0.03280828522486123,0.6005024923740443,-0.07089773305887226,-0.2644622950009001
