n_fixed,n_fit,fixed,max_pct,rms_pct,cost,z_h_Q,z_h_u0,z_h_u1,z_a_d0,z_a_d1,z_h_d0,z_h_d1,err_ct,err_ut,err_sb,err_db,err_Vus,err_Vcb,err_Vub
4,3,h_Q+h_u1+a_d1+h_d1,20.162332545655126,8.823818529646491,0.06633834718633275,1.9549696069007172,0.35958579834647536,-0.029519572521720966,0.313996410149325,0.4879086120301992,0.09240900935392368,-0.1460540432730433,-11.681402138486519,-20.162332545655126,0.9145742322782313,-0.8363119600349633,0.178486707644554,-0.6891123852285186,-0.03173958383811959
4,3,h_Q+h_u1+h_d0+h_d1,20.492112671088037,9.309480803682124,0.0732600444122758,1.9549696069007172,0.4038351027710234,-0.029519572521720966,0.32940214889918,0.46526726070696517,0.1164961864166585,-0.1460540432730433,-11.802248705464702,-20.492112671088037,-4.884294434124703,-3.2721783563879114,2.6286009906711483,1.354659147380688,2.033997472883664
4,3,h_Q+a_d0+a_d1+h_d0,4.928821949795004,2.660507368590035,0.00484020156087719,1.9549696069007172,0.40209793512527775,-0.03317522531351295,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.15330114416575846,-0.8801471229747393,0.4360382959123221,0.8700643834354871,4.928821949795004,0.5411723435903903,2.9231862018015864,3.833422091903782
4,3,h_Q+a_d0+a_d1+h_d1,3.2704059878264635,1.690438530457791,0.0019977017591189796,1.9549696069007172,0.3734773796144225,-0.03313321173865764,0.3285733869112018,0.4879086120301992,0.09488098397257363,-0.1460540432730433,-0.9162983101741462,0.4550288478710307,1.408659824692604,0.810429058989981,0.06023851424299398,2.3698357255310887,3.2704059878264635
4,3,h_Q+a_d0+h_d0+h_d1,4.957107130042049,2.626193086236186,0.0049882132672494734,1.9549696069007172,0.40534230747922595,-0.03318084120014556,0.3285733869112018,0.4658238751688871,0.1164961864166585,-0.1460540432730433,-0.8739202368306387,0.43777860738900554,-4.957107130042049,-3.150290660312982,2.668003263215213,1.8443061889872103,1.518517408362885
4,3,h_Q+a_d1+h_d0+h_d1,9.162200927934826,4.563330142868697,0.014738257325310502,1.9549696069007172,0.4068932147034015,-0.03318363626278908,0.319559574828093,0.4879086120301992,0.1164961864166585,-0.1460540432730433,-0.8706439950886935,0.4391874146491448,-5.862621790049705,3.7763091822075046,9.162200927934826,3.3414708122170733,1.0367106986953312
4,3,h_u0+h_u1+a_d0+a_d1,14.768430260373567,8.459488259967483,0.05738401988760135,2.133089698344764,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.07497974112331018,-0.14377324616177622,-14.63444449295036,-14.768430260373567,2.6576245796857467,3.3289317979251276,2.2705845844933847,5.748513596422877,3.5101816371160055
4,3,h_u0+h_u1+a_d0+h_d0,17.032486275393744,9.936797359864515,0.07756419789153768,2.051851942058013,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.45849656807676675,0.1164961864166585,-0.15630389957294255,-13.173110535577559,-17.032486275393744,2.209822955534224,-1.4457778265255516,-2.462810823703576,-10.08176614812818,10.623658769730815
4,3,h_u0+h_u1+a_d0+h_d1,15.67427956652977,8.008876855872227,0.05220288390547719,2.1856196176356835,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.46575405418913474,0.0801346799161546,-0.1460540432730433,-15.67427956652977,-13.501545807921357,1.5650304884778254,-1.345111660838294,-0.739444680257384,1.740667893318415,3.631064768710468
4,3,h_u0+h_u1+a_d1+h_d0,15.912218629214891,8.894786363422963,0.06289526003955546,2.0903813504664517,0.36788041717478503,-0.029519572521720966,0.2836139826638305,0.4879086120301992,0.1164961864166585,-0.1623275504612678,-13.84244544777492,-15.912218629214891,2.321218272507264,6.224189660339774,1.4654225251038655,-7.5885259160551115,-2.268654562899264
4,3,h_u0+h_u1+a_d1+h_d1,14.723280768880464,8.162749815615285,0.05394781938791371,2.1348580683392493,0.36788041717478503,-0.029519572521720966,0.3116527344673036,0.4879086120301992,0.08131440908339235,-0.1460540432730433,-14.668308787135997,-14.723280768880464,1.188414913792779,3.012710967490695,3.35418303650985,3.4933496917412654,-0.7323382415743263
4,3,h_u0+h_u1+h_d0+h_d1,18.330450369521422,10.353250102729856,0.08527721681572546,2.0104403687378416,0.36788041717478503,-0.029519572521720966,0.3068061021501666,0.4571713274207686,0.1164961864166585,-0.1460540432730433,-12.505548740008432,-18.330450369521422,-7.23869315453658,-5.996762311097703,6.969498389020101,-10.69401498043635,2.576558323001499
4,3,h_u0+a_d0+a_d1+h_d0,7.074097207477603,3.5081997664061895,0.008589806385687864,1.8195072849616845,0.36788041717478503,-0.03394255317861287,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.15107284789370817,3.19226397343062,-1.5811501172228293,0.02058243375366864,-1.29056581540129,-2.0119603340419623,-7.074097207477603,4.20771372490667
4,3,h_u0+a_d0+a_d1+h_d1,2.8891633169269015,1.3467465132655467,0.0012689082494807432,1.899887965528983,0.36788041717478503,-0.03342010787179633,0.3285733869112018,0.4879086120301992,0.09764704312395797,-0.1460540432730433,0.7315388492461272,-0.37179161493468005,1.1153596262242882,-1.0004867456951394,-1.1954927005990101,0.035168322022305354,2.8891633169269015
4,3,h_u0+a_d0+h_d0+h_d1,7.270593817996773,4.112467846860167,0.011790383864139057,1.7486191463478589,0.36788041717478503,-0.03450865736656693,0.3285733869112018,0.49822597547003367,0.1164961864166585,-0.1460540432730433,5.41941075458201,-2.6209918037574442,-4.243484450059986,-1.743802050900345,1.9209424731030822,-7.270593817996773,2.1325035184211583
4,3,h_u0+a_d1+h_d0+h_d1,7.698237535525198,4.117315137578545,0.011959610430676618,1.7968553812087538,0.36788041717478503,-0.03411301647363421,0.3217975895957099,0.4879086120301992,0.1164961864166585,-0.1460540432730433,3.9008384965419696,-1.9110887471188054,-4.743360827422782,-3.1323657857055487,2.4588381301421602,-7.698237535525198,1.47555174808216
4,3,h_u1+a_d0+a_d1+h_d0,17.50179128332603,9.303814149760894,0.06900940318162595,2.0473246831565786,0.4085121172980052,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.15637952869886818,-13.192709635659195,-17.50179128332603,2.196867438774741,8.494441297576728,1.4848577650763417,3.9895611623935068,5.519353053085441
4,3,h_u1+a_d0+a_d1+h_d1,14.839785387733773,8.474973694029723,0.05734078595623199,2.1446014439382663,0.35841387536292313,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.0733136607623179,-0.1460540432730433,-14.839785387733773,-14.39953887388602,4.707861534862423,3.9159024625386785,0.29622193625533644,3.6545598334464025,4.926306560457516
4,3,h_u1+a_d0+h_d0+h_d1,15.990983117001411,8.883191308777743,0.06373961594942114,2.1027835004804265,0.4168168547203212,-0.029519572521720966,0.3285733869112018,0.4478349131397598,0.1164961864166585,-0.1460540432730433,-14.169868817573239,-15.990983117001411,-6.698602559444511,-4.881309092039798,4.240435389724007,2.2366079614465795,2.049080104314016
4,3,h_u1+a_d1+h_d0+h_d1,20.292717087351363,10.052595161071762,0.08306573850327993,1.960850565308705,0.4048375898528197,-0.029519572521720966,0.31775740245421025,0.4879086120301992,0.1164961864166585,-0.1460540432730433,-11.883991826284579,-20.292717087351363,-6.062771180091742,3.843364384496706,9.726528039145688,2.672550095479309,1.0404527423390597
4,3,a_d0+a_d1+h_d0+h_d1,4.280031636417148,2.252145711727447,0.0036105331727609826,1.8270021142262165,0.3949031496039482,-0.03393100929304572,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.1460540432730433,2.9866959315028474,-1.4598710141882298,-4.280031636417148,-1.0576082540407539,2.095707235088917,0.7287282341259971,0.3054611276094743
5,2,h_Q+h_u0+h_u1+a_d0+a_d1,20.221382336170578,8.963824087842207,0.06818613636432369,1.9549696069007172,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.08991668170269496,-0.14384980127515024,-11.70301494406677,-20.221382336170578,1.0850629627876307,-0.20404833447628112,0.4819981835515019,2.4900940780777647,2.989020818793109
5,2,h_Q+h_u0+h_u1+a_d0+h_d0,20.221382336170578,9.988186834297974,0.08177408407610108,1.9549696069007172,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.4701858345472708,0.1164961864166585,-0.15404890786907754,-11.70301494406677,-20.221382336170578,1.6077042745126224,-1.051116482589609,-2.025174441706823,-8.57025758172869,8.440501517118726
5,2,h_Q+h_u0+h_u1+a_d0+h_d1,20.221382336170578,8.967849152448073,0.0682348341038731,1.9549696069007172,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.48292416521256454,0.09428790393780205,-0.1460540432730433,-11.70301494406677,-20.221382336170578,1.561184762897505,-0.8724356995716498,-1.029114105376694,0.6826222883114852,3.516799061167486
5,2,h_Q+h_u0+h_u1+a_d1+h_d0,20.221382336170578,9.245838700206633,0.0717679939728116,1.9549696069007172,0.36788041717478503,-0.029519572521720966,0.2972102139638773,0.4879086120301992,0.1164961864166585,-0.15675468635479042,-11.70301494406677,-20.221382336170578,1.0049953120138788,2.3783834402952175,0.034581057490701284,-6.665278036701294,-1.200008334437297
5,2,h_Q+h_u0+h_u1+a_d1+h_d1,20.221382336170578,8.841406152682984,0.06666160125149587,1.9549696069007172,0.36788041717478503,-0.029519572521720966,0.31634254677976975,0.4879086120301992,0.09509412508619496,-0.1460540432730433,-11.70301494406677,-20.221382336170578,0.3055988335856741,-0.23250007655649663,0.81747447751781,0.7147092199733196,0.04308372159329554
5,2,h_Q+h_u0+h_u1+h_d0+h_d1,20.221382336170578,10.339967984304337,0.08720782221111414,1.9549696069007172,0.36788041717478503,-0.029519572521720966,0.30947446216934593,0.46484794996514756,0.1164961864166585,-0.1460540432730433,-11.70301494406677,-20.221382336170578,-6.492696454513114,-5.037997885375622,5.977741404224135,-9.708442479031598,2.239626183203791
5,2,h_Q+h_u0+a_d0+a_d1+h_d0,10.513085773804566,5.455812865262136,0.020648333013958943,1.9549696069007172,0.36788041717478503,-0.03312056295001781,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.15685708128717207,-0.9373957683180278,0.42949717848150826,3.8271677373656443,5.2023560126069235,-0.3836994338357713,-7.410408948080871,10.513085773804566
5,2,h_Q+h_u0+a_d0+a_d1+h_d1,3.6874567125196434,1.7627768128003023,0.002167341603901964,1.9549696069007172,0.36788041717478503,-0.033125016847933786,0.3285733869112018,0.4879086120301992,0.09278207284991485,-0.1460540432730433,-0.924081389143061,0.45650941600803296,2.045611471564146,0.500260230251981,-0.541374393109828,1.5375752179234592,3.6874567125196434
5,2,h_Q+h_u0+a_d0+h_d0+h_d1,10.451133191036865,6.0193140935956775,0.02567682171301951,1.9549696069007172,0.36788041717478503,-0.0331206621707334,0.3285733869112018,0.45840239719209697,0.1164961864166585,-0.1460540432730433,-0.9370991601747147,0.430098899303033,-4.883087325670676,-5.664288024632547,3.8772363320140446,-10.451133191036865,8.507291460572608
5,2,h_Q+h_u0+a_d1+h_d0+h_d1,12.946009127734225,6.6195946031788395,0.031147517800422388,1.9549696069007172,0.36788041717478503,-0.03312368673600196,0.2972869528811423,0.4879086120301992,0.1164961864166585,-0.1460540432730433,-0.9280575946821523,0.44844210050432043,-7.641479525364248,1.8586913085103962,12.946009127734225,-8.641540096687084,1.2443984336085068
5,2,h_Q+h_u1+a_d0+a_d1+h_d0,20.46216654965658,9.308700885571373,0.072919899211855,1.9549696069007172,0.40000877755269754,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.1535005773981144,-11.791260567057293,-20.46216654965658,1.0357392137607446,4.942575396479065,0.4958378008694586,2.3238322077262064,4.204930564218334
5,2,h_Q+h_u1+a_d0+a_d1+h_d1,20.228080258144633,8.992269405374257,0.06854978717740369,1.9549696069007172,0.3688100303894167,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.09318471569418875,-0.1460540432730433,-11.705467157499172,-20.228080258144633,1.9234037712396956,0.5590548315387966,-0.4162056513285384,1.6826124025120848,3.580046800449055
5,2,h_Q+h_u1+a_d0+h_d0+h_d1,20.488534828074567,9.310076050221099,0.07326666450397387,1.9549696069007172,0.4033797500771506,-0.029519572521720966,0.3285733869112018,0.4654559326203983,0.1164961864166585,-0.1460540432730433,-11.800935733204987,-20.488534828074567,-4.953608594936842,-3.275861451921147,2.734462153132866,1.236077891300158,1.850889154312707
5,2,h_Q+h_u1+a_d1+h_d0+h_d1,20.49588323567857,10.033891178981214,0.08309592615784658,1.9549696069007172,0.4043144593997,-0.029519572521720966,0.3181774809100325,0.4879086120301992,0.1164961864166585,-0.1460540432730433,-11.803632445515,-20.49588323567857,-5.973834685170109,3.6564555276419997,9.408500434830191,2.58257808103326,1.048751149642424
5,2,h_Q+a_d0+a_d1+h_d0+h_d1,8.585213152146643,4.7103690239533,0.015582870009194423,1.9549696069007172,0.41213460014719444,-0.033191250024302704,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.1460540432730433,-0.8651866826967836,0.4324188734011303,-5.134607533881386,4.560776874589645,8.585213152146643,4.801535886403485,3.232953502874203
5,2,h_u0+h_u1+a_d0+a_d1+h_d0,19.940115702975092,10.387396773792922,0.08685044742551831,1.9629079218881296,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.1571886417996239,-11.811075775446822,-19.940115702975092,4.009785844611691,5.54612661961853,-0.30047362854914716,-7.425906439043128,10.775160466957301
5,2,h_u0+h_u1+a_d0+a_d1+h_d1,14.721138039296555,8.49859607699012,0.05777654516460658,2.1349421634720214,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.07780245204946319,-0.1460540432730433,-14.66992126372223,-14.721138039296555,3.6199363884966473,4.176390967118371,1.2482642488016449,4.84838176459359,4.24891769347433
5,2,h_u0+h_u1+a_d0+h_d0+h_d1,19.14661713722531,10.716816526041931,0.09131791817843718,1.9858680535825528,0.36788041717478503,-0.029519572521720966,0.3285733869112018,0.4535952697974395,0.1164961864166585,-0.1460540432730433,-12.136569525032236,-19.14661713722531,-5.165519540985031,-6.226617559829117,4.24507865016257,-11.007504168233773,9.242436281093136
5,2,h_u0+h_u1+a_d1+h_d0+h_d1,21.30296966627948,10.858204321767403,0.09653540212634656,1.9253263931731677,0.36788041717478503,-0.029519572521720966,0.30131262078849413,0.4879086120301992,0.1164961864166585,-0.1460540432730433,-11.320547048949914,-21.30296966627948,-7.070071173874581,1.0478566903411979,11.01278714854017,-8.331156555383235,1.248737436903391
5,2,h_u0+a_d0+a_d1+h_d0+h_d1,7.796270988428111,4.19261308116526,0.012347911472490663,1.7834463736868158,0.36788041717478503,-0.0342176432930515,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.1460540432730433,4.319212071681089,-2.112071694698636,-4.159859267873822,-3.279717594933629,1.5044816993137866,-7.796270988428111,2.9704053991323587
5,2,h_u1+a_d0+a_d1+h_d0+h_d1,20.639110265076464,10.106175685300745,0.08422304112811489,1.952184386197502,0.4099288281116831,-0.029519572521720966,0.3285733869112018,0.4879086120301992,0.1164961864166585,-0.1460540432730433,-11.783131098503441,-20.639110265076464,-5.1086280681089775,4.453144548701604,8.611917701302986,4.170651569962147,3.5553367962401383
