model,n_parameters,max_abs_percent_error,cost,parameters,err_ct,err_ut,err_sb,err_db,err_Vus,err_Vcb,err_Vub
common_slope_4,4,122.15912316806063,2.3194883197381593,"[0.22101687822332136, 1.0825535692044708, -0.04175148921269392, 11.60922956054394]",38.756321151225606,-28.966277904957206,122.15912316806063,-20.917178403857527,-90.45370290194845,-9.715741306371461,-75.85283770808529
right_shared_slope_6,6,10.943167514025031,0.027907094131657876,"[4.908021437410903, 2.070807829020284, 1.205153720541043, 0.06653920450688754, 0.0811603734780905, 0.3874960085360274]",-10.943167514025031,5.72432311888178,-4.671152146855362,1.4977748119922474,-6.530213309499667,6.768108286757291,0.471229368016135
right_shared_slope_lock_5,5,36.4572364333053,0.18773780020032613,"[2.987887618906591, 1.0988091897570254, 0.7354669449429189, 0.03604178118453503, -0.11146048331603663]",-19.224796167538216,11.067129413394206,36.4572364333053,-6.025293819795707,15.663490197122364,-7.563620696762873,1.9961531389124376
charge_weighted_slope_5,5,69.75520712450194,0.6751329921018854,"[0.4124256743012526, 0.08199649288730532, -0.228378698375938, 0.8558668969981931, -3.529568511462447]",69.75520712450194,6.723555348778798,-27.64782847753182,-5.581988790882308,-27.069251938883088,-12.316791553702933,-44.08884404155627
