name,design_phase,x,y,z,X,Y,Z,rho,lambda_Phi,lambda_brane,mu2_tilde,g,bias,v_brane_reduced_planck,v_brane_GeV,length_unit_m,potential_unit_GeV4,surface_tension_unit_GeV3,false_Hessian_PhiPhi,false_Hessian_phiphi,false_Hessian_cross,true_Hessian_PhiPhi,true_Hessian_phiphi,true_Hessian_cross,false_Hessian_eigenvalue_soft,false_Hessian_eigenvalue_hard,true_Hessian_eigenvalue_soft,true_Hessian_eigenvalue_hard,m_false_Phi_dimless,m_false_phi_dimless,m_true_Phi_dimless,m_true_phi_dimless,m_false_Phi_GeV,m_false_phi_GeV,m_true_Phi_GeV,m_true_phi_GeV,xi_false_Phi_dimless,xi_false_phi_dimless,xi_true_Phi_dimless,xi_true_phi_dimless,xi_false_Phi_m,xi_false_phi_m,xi_true_Phi_m,xi_true_phi_m,r_max_dimless,R_peak_dimless,R_peak_m,action_FWHM_dimless,action_FWHM_m,R_gradient_peak_dimless,R_gradient_peak_m,gradient_FWHM_dimless,gradient_FWHM_m,gradient_FWHM_over_xi_false_Phi,gradient_FWHM_over_xi_false_phi,gradient_FWHM_over_xi_true_Phi,gradient_FWHM_over_xi_true_phi,false_phi_healing_over_rmax,Phi_gradient_peak_dimless,phi_gradient_peak_dimless,Phi_gradient_FWHM_dimless,phi_gradient_FWHM_dimless,gradient_peak_separation_dimless,gradient_peak_separation_over_FWHM,gradient_mean_dimless,gradient_std_dimless,gradient_skewness,gradient_kurtosis_excess,gradient_q05_dimless,gradient_q25_dimless,gradient_q50_dimless,gradient_q75_dimless,gradient_q95_dimless,gradient_q25_q75_width_dimless,gradient_q05_q95_width_dimless,Phi_gradient_integral,phi_gradient_integral,Phi_gradient_fraction,phi_gradient_fraction,sigma_gradient_dimless,sigma_gradient_GeV3,sigma_step_Rpeak_dimless,sigma_step_Rpeak_GeV3,sigma_action_equivalent_dimless,sigma_action_equivalent_GeV3,R_action_equivalent_dimless,R_action_equivalent_m,sigma_thin_Rpeak_dimless,sigma_gradient_over_action_equivalent,sigma_step_Rpeak_over_action_equivalent,field_path_length_dimless,field_straight_distance_dimless,field_path_tortuosity,Phi_midpoint_radius_dimless,phi_midpoint_radius_dimless,midpoint_separation_dimless,midpoint_separation_over_FWHM,hessian_soft_min_m2,hessian_hard_min_m2,hessian_soft_at_Rpeak_m2,hessian_hard_at_Rpeak_m2,hessian_soft_at_gradient_peak_m2,hessian_hard_at_gradient_peak_m2,hessian_mixing_at_Rpeak_sin2_2theta,hessian_mixing_angle_at_Rpeak_deg,hessian_mixing_at_gradient_peak_sin2_2theta,hessian_mixing_angle_at_gradient_peak_deg,field_path_tangent_angle_at_Rpeak_deg,field_path_tangent_angle_at_gradient_peak_deg,hessian_mixing_max_sin2_2theta,hessian_mixing_max_radius_dimless,tachyonic_soft_start_dimless,tachyonic_soft_end_dimless,tachyonic_soft_width_dimless,portal_m2_false,portal_m2_true,portal_xi_false_dimless,portal_xi_true_dimless,portal_xi_false_m,portal_xi_true_m,portal_cross_max_abs_m2,portal_cross_xi_min_dimless,portal_cross_xi_min_m,center_bulk_completion_fraction,center_brane_completion_fraction,center_energy_excess_fraction,DeltaV_dimless,DeltaV_GeV4,S_E,canonical_kinetic_speed_squared,thermodynamic_sound_speed
axis_z_m1p0pct,phase1_axis,0.0,0.0,-0.01,3.0870496668054983,0.7453940198968323,24.72952060474373,2.357142857142857,0.0999999999999999,1e-08,1e-08,2.290004076408667,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.184412213554042,5.999999999999998e-08,-0.0,1.1112244897959171,25.447086084377947,0.0,5.999999999999998e-08,13.184412213554042,1.1112244897959171,25.447086084377947,3.6310345927234073,0.0002449489742783178,1.0541463322499003,5.0445104900652105,371345907797822.9,25050931599.44356,107807545399197.3,515902087818969.06,0.2754036003964269,4082.4829046386308,0.9486348995453658,0.1982352900186105,5.313832097146296e-31,7.87703162322247e-27,1.8303633541541445e-30,3.824892068846257e-31,500.0,5.858452435518146,1.1303713003987693e-29,1.754547114298297,3.3853474531535795e-30,5.20363348472853,1.0040258948370103e-29,2.601578141019639,5.0196690998538255e-30,9.446420225715364,0.0006372538971476533,2.742444055417366,13.123688223097918,8.16496580927726,4.86295262302596,5.879744989374557,2.411754827172683,2.0724759386551543,1.0167923663485974,0.3908367580110759,5.1652214808347,1.7229697355127165,2.322571994011853,29.502966913483377,2.754849091835898,4.184122980287249,5.073547958573386,5.902955801361098,7.885177523135904,1.7188328210738488,5.130328431300006,0.7809080608851349,0.32862723025988994,0.7038154325665917,0.2961845674334084,1.1095352911450247,1.1868228201189153e+42,2.3021497070405847,2.4625118546938732e+42,1.386612551944707,1.4832006087999253e+42,5.390049692870501,1.0399943581696326e-29,1.5071110926501194,0.8001768695869045,1.6602689077145942,3.229659440303946,2.676428577221942,1.2067048856787512,4.4579463004702715,7.282760897917833,2.8248145974475616,1.0858080919839022,-0.9441431607081583,1.5355503988690924,-0.8428643028019914,1.598437528049498,-0.7940019668393231,2.302495436004068,0.9972147487269934,43.48739115064878,0.5879998779251308,25.034210740506957,42.597013936509285,28.544072263758185,0.9999999946458353,5.911829659569149,3.749614567273636,9.99037459894162,6.240760031667985,13.740024458452,25.447086114377946,0.26977782382806537,0.19823528990175907,5.2052843800601645e-31,3.8248920665916426e-31,1.299377178667739,0.8772681911536293,1.6926633730450342e-30,0.8656931114646158,0.9999998252923484,0.06278805134048134,0.7717623942013745,8.442608226559038e+55,1071.5271618337804,1.0,
axis_z_p1p0pct,phase1_axis,0.0,0.0,0.01,3.0870496668054983,0.7453940198968323,25.22909005917882,2.357142857142857,0.0999999999999999,1e-08,1e-08,2.336265227418856,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.461979119615174,5.999999999999998e-08,-0.0,1.1112244897959171,25.961151323664637,0.0,5.999999999999998e-08,13.461979119615174,1.1112244897959171,25.961151323664637,3.6690569796086807,0.0002449489742783178,1.0541463322499003,5.095208663407676,375234457304579.75,25050931599.44356,107807545399197.3,521086990006703.0,0.27254959668319295,4082.4829046386308,0.9486348995453658,0.19626281592385264,5.258764928398584e-31,7.87703162322247e-27,1.8303633541541445e-30,3.7868337568255478e-31,500.0,5.861952581357556,1.1310466433238211e-29,1.7490419843221714,3.374725465523792e-30,5.211217134047252,1.005489137841289e-29,2.601649449576245,5.0198066876327616e-30,9.545600071462806,0.0006372713641054513,2.7425192250707706,13.255946814630695,8.16496580927726,4.869661235884829,5.88791199633318,2.409821613621694,2.0661557528960124,1.0182507604483515,0.3913866107573422,5.170650282136632,1.7243384310348606,2.3250138895225727,29.53579708499759,2.7590762995464035,4.188875374706793,5.079014428853672,5.9081932116782685,7.8934776742100725,1.7193178369714754,5.134401374663669,0.7825149742623385,0.32880275119267277,0.7041325413413615,0.29586745865863856,1.1113177254550113,1.1887294144664207e+42,2.3012861224108283,2.4615881148598376e+42,1.3882265911945588,1.4849270780970984e+42,5.396323797162102,1.0412049282826437e-29,1.5080115196278117,0.8005304987701831,1.6577164974419547,3.2335055754032886,2.6772556647721126,1.2077686931249891,4.461421155364163,7.2954829293298875,2.8340617739657246,1.0893326825515768,-0.9501668974242106,1.5535298130669193,-0.8499280445076025,1.6166883487938717,-0.7973136139470831,2.3281468294102945,0.99717225795353,43.47588610362926,0.5862517160396243,24.98335147518647,42.575440357825954,28.49336786802325,0.9999999993799852,5.915329805408558,3.755156464852702,9.972873869744571,6.21771740489187,14.017591364513132,25.961151353664636,0.2670934896301885,0.19626281581045468,5.153490935095708e-31,3.7868337546375673e-31,1.3112303676647383,0.8732940488028523,1.6849953813587276e-30,0.8661534920698123,0.9999998572299174,0.062389115134408354,0.7717623942013745,8.442608226559038e+55,1076.5249788917697,1.0,
axis_z_p2p0pct,phase1_axis,0.0,0.0,0.02,3.0870496668054983,0.7453940198968323,25.48264662965509,2.357142857142857,0.0999999999999999,1e-08,1e-08,2.3597450833073466,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.602858254946119,5.999999999999998e-08,-0.0,1.1112244897959171,26.222065232466335,0.0,5.999999999999998e-08,13.602858254946119,1.1112244897959171,26.222065232466335,3.6882052891543493,0.0002449489742783178,1.0541463322499003,5.120748503145447,377192754921815.3,25050931599.44356,107807545399197.3,523698949416684.9,0.27113458216131053,4082.4829046386308,0.9486348995453658,0.195283951044607,5.2314626361501035e-31,7.87703162322247e-27,1.8303633541541445e-30,3.7679468446478657e-31,500.0,5.863702654277262,1.131384314786347e-29,1.746303015077603,3.369440704299199e-30,5.215008958706613,1.0062207593434283e-29,2.601703375627292,5.0199107363745034e-30,9.595616150799303,0.0006372845732363421,2.7425760710196947,13.322668666371912,8.16496580927726,4.873161381724239,5.891703820992541,2.408871783857946,2.063012641241354,1.0185424392683018,0.3914906091178526,5.1733500636421805,1.7250222309475838,2.326224665622719,29.551990467676326,2.76117796224888,4.1912340387091085,5.081730794149247,5.910799818924379,7.897613482734435,1.7195657802152704,5.136435520485556,0.7833134168968896,0.32888954412749993,0.7042899941350833,0.2957100058649167,1.1122029610243895,1.1896763133918572e+42,2.3008662932508828,2.4611390414220197e+42,1.3890292523925385,1.485785650721321e+42,5.399443907201191,1.0418069444091023e-29,1.5084617331166579,0.8007052112895906,1.6564563268107906,3.2354186118577095,2.6776656560724206,1.2082982072539246,4.463149563750072,7.301815455403771,2.838665891653699,1.091079758840407,-0.9531989518668411,1.5625846518450106,-0.8534807991422523,1.6258811825693509,-0.7989835516596264,2.3410489626302233,0.9971506814771084,43.470076928943186,0.5853943449015937,24.9584195757258,42.56464633224061,28.468408240237547,0.9999999999994353,5.917079878328264,3.75778157423226,9.964123505146048,6.206341930913789,14.158470499844077,26.222065262466334,0.26576135529315886,0.19528395093289727,5.127787791826596e-31,3.7679468424924593e-31,1.3172010931411553,0.8713125285443308,1.681172095847674e-30,0.8663816688450252,0.9999998710423085,0.06219178468947213,0.7717623942013745,8.442608226559038e+55,1079.016890612006,1.0,
pair_xm1p5_ym1p5,phase2_interaction,-0.015,-0.015,0.0,3.041089484917753,0.7342965487090923,24.97805641873278,2.374887889262116,0.0955997481833099,1e-08,1e-08,2.244658957562837,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,12.928762323930934,5.999999999999998e-08,-0.0,1.078382842892168,25.32016821289689,0.0,5.999999999999998e-08,12.928762323930934,1.078382842892168,25.32016821289689,3.5956588163966465,0.0002449489742783178,1.038452137988154,5.0319149647919215,367728027152885.06,25050931599.44356,106202500152048.5,514613943449269.8,0.27811315006859855,4082.4829046386308,0.9629716800789209,0.19873149824608607,5.3661120673285035e-31,7.87703162322247e-27,1.8580257537957202e-30,3.8344662617843022e-31,500.0,5.93341389224551,1.1448348947102938e-29,1.7759778923498883,3.42669751397829e-30,5.268969540397516,1.0166322961046424e-29,2.6465163175783726,5.106376000069108e-30,9.515969730038263,0.0006482614574016531,2.748280528209797,13.317045062988623,8.16496580927726,4.922163423475978,5.95762323430143,2.4514647623223165,2.096841045735519,1.0354598108254516,0.39125389250307846,5.224283766094743,1.746270571728102,2.311808552870489,29.3102438473989,2.7782747369124965,4.228396560420725,5.132786979213167,5.97446030725816,7.97968276038624,1.746063746837435,5.201408023473743,0.7779808045225146,0.3245683953203005,0.7056200345829713,0.2943799654170286,1.1025491998428152,1.1793500946931741e+42,2.3058007953270523,2.4664172689075815e+42,1.3810288635841699,1.4772279742928435e+42,5.449476885061527,1.051460661473344e-29,1.5036701719471237,0.798353480448903,1.6696253468177569,3.240926646091404,2.6844562100575593,1.2072935419653998,4.5094320746239465,7.38034789876913,2.8709158241451833,1.0847905244627933,-0.9209902383226948,1.5023704583516277,-0.8234592451084608,1.5641681323959764,-0.7716418078510954,2.2601718770653436,0.9971120999283218,43.45974377608421,0.5828738501947267,24.88516816217393,42.54591657178471,28.40910770943211,0.9999999999990451,5.988249510396266,3.7834493103879328,10.108168189967952,6.324718879580018,13.467953745377018,25.320168242896887,0.27248913603314073,0.19873149812835492,5.257598357800381e-31,3.8344662595127138e-31,1.2696498612277611,0.8874788567302986,1.712364554291914e-30,0.8636551853341286,0.9999998448764841,0.06456667004547167,0.760272348729438,8.316914161709855e+55,1102.9020641441762,1.0,
pair_xm1p5_yp1p5,phase2_interaction,-0.015,0.015,0.0,3.041089484917753,0.7566592078837036,24.97805641873278,2.3046993448128643,0.1077884150884631,1e-08,1e-08,2.383460915670629,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.728232337148578,5.999999999999998e-08,-0.0,1.1450663137503874,25.320168212896874,0.0,5.999999999999998e-08,13.728232337148578,1.1450663137503874,25.320168212896874,3.70516292990586,0.0002449489742783178,1.0700777138836166,5.031914964791921,378927012841472.3,25050931599.44356,109436847798877.47,514613943449269.7,0.26989366430517747,4082.4829046386308,0.9345115658662915,0.1987314982460861,5.207519488259698e-31,7.87703162322247e-27,1.8031127939891562e-30,3.834466261784303e-31,500.0,5.818784116004833,1.1227174139148499e-29,1.7325265336044593,3.342859385343181e-30,5.181174215592316,9.996924444012617e-30,2.5468279586473557,4.914030220770302e-30,9.436412541227996,0.0006238428961340117,2.7253038396442406,12.815421717868087,8.16496580927726,4.846035251468811,5.841243385141048,2.3626214968314043,2.049610363855483,0.9952081336722376,0.3907637853170114,5.155525392918585,1.7081916799037824,2.3603596730214442,30.108555086399008,2.776545297517595,4.18746486280423,5.060536764514029,5.8780710475413045,7.857623903172264,1.6906061847370744,5.081078605654669,0.769329119917468,0.3313487184495908,0.698959398563732,0.30104060143626804,1.1006778383670588,1.1773483787298837e+42,2.2223937286968405,2.3772002689383792e+42,1.3652687166753517,1.4603700138934863e+42,5.387288064429726,1.0394615100213929e-29,1.47462022220818,0.8061986808336061,1.6278068204102163,3.203501561540936,2.654032624480794,1.207031719200375,4.445689659224452,7.236883295699184,2.7911936364747323,1.0959490322059922,-0.970073880955223,1.580285120649917,-0.865299086742793,1.643099874402876,-0.8216414460361443,2.3430371376363475,0.9974551902549502,43.55421182645156,0.6002803026804433,25.39243590367887,42.71351440516673,28.857865053649277,0.9999999938152911,5.868952873036376,3.771198799949998,9.892662194258094,6.121463394308096,14.300765494023771,25.320168242896873,0.2644358650038533,0.19873149812835497,5.102212843519351e-31,3.834466259512715e-31,1.3355828658867814,0.8652957697792093,1.6695629354006544e-30,0.8726065391683383,0.9999998330780254,0.056909838890253986,0.7602723487294378,8.316914161709853e+55,1053.412539944655,1.0,
pair_xp1p5_ym1p5,phase2_interaction,0.015,-0.015,0.0,3.1337044478918634,0.7342965487090923,24.97805641873278,2.4107797233876225,0.0927743486328552,1e-08,1e-08,2.244658957562837,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,12.928762323930934,5.999999999999998e-08,-0.0,1.0783828428921676,26.091282136358938,0.0,5.999999999999998e-08,12.928762323930934,1.0783828428921676,26.091282136358938,3.5956588163966465,0.0002449489742783178,1.0384521379881537,5.107962620885057,367728027152885.06,25050931599.44356,106202500152048.48,522391337237914.75,0.27811315006859855,4082.4829046386308,0.9629716800789211,0.19577277169399684,5.3661120673285035e-31,7.87703162322247e-27,1.8580257537957205e-30,3.7773784964227033e-31,500.0,5.902787616150673,1.1389256441160912e-29,1.771484196244204,3.418027058484304e-30,5.234551439643319,1.0099914240083004e-29,2.6578050048067734,5.128157192632522e-30,9.556559997796606,0.0006510266097591986,2.760003289597209,13.575968618154228,8.16496580927726,4.887161965081878,5.927580315846493,2.460005553009681,2.0894634012705993,1.0404183507646145,0.39145774384613086,5.181359549092734,1.739506566957023,2.2884005660311617,28.947506240225593,2.738247881370085,4.18617331979212,5.0928411992283795,5.934284558793403,7.922764095492568,1.7481112390012834,5.184516214122484,0.7939052751021001,0.32604983232450446,0.7088724091149592,0.2911275908850408,1.1199551074266045,1.1979684554521217e+42,2.3843728614486372,2.5504624739958805e+42,1.4100400213000406,1.508259978673463e+42,5.399513905320478,1.0418204503419394e-29,1.5414659397034567,0.7942718578966425,1.6909965855084546,3.259588437121329,2.699701386934782,1.2073885107797933,4.474632078787505,7.34306077360885,2.868428694821345,1.079247232070693,-0.9246229044898625,1.5093099779891308,-0.8278433828320387,1.5725595242571555,-0.7701939637181315,2.288072443475117,0.996906258704474,43.405741207502224,0.573765025237933,24.62095409704847,42.45785856531028,28.178612427197116,0.9999999998451922,5.959373307221134,3.732405516896537,10.07116185447596,6.338756337579423,13.467953745377018,26.091282166358937,0.27248913603314073,0.19577277158144618,5.257598357800381e-31,3.7773784942510712e-31,1.2754778399600168,0.8854489783755459,1.7084479632454422e-30,0.8590563110774242,0.9999998503953439,0.06865566377245134,0.7834260894729655,8.570201913932096e+55,1095.3809430896538,1.0,
pair_xp1p5_yp1p5,phase2_interaction,0.015,0.015,0.0,3.1337044478918634,0.7566592078837036,24.97805641873278,2.3395304149308265,0.1046027859908716,1e-08,1e-08,2.383460915670629,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.728232337148578,5.999999999999998e-08,-0.0,1.145066313750387,26.091282136358938,0.0,5.999999999999998e-08,13.728232337148578,1.145066313750387,26.091282136358938,3.70516292990586,0.0002449489742783178,1.0700777138836164,5.107962620885057,378927012841472.3,25050931599.44356,109436847798877.45,522391337237914.75,0.26989366430517747,4082.4829046386308,0.9345115658662917,0.19577277169399684,5.207519488259698e-31,7.87703162322247e-27,1.8031127939891566e-30,3.7773784964227033e-31,500.0,5.788157839909996,1.1168081633206474e-29,1.727955025924385,3.334038794687226e-30,5.146756114838118,9.930515723049196e-30,2.5574866582245037,4.934595870545889e-30,9.47590475978225,0.0006264537336625748,2.7367094765207267,13.063546253623002,8.16496580927726,4.811033793074712,5.811200466686112,2.3707841434773917,2.0421694114230986,1.0001666736114005,0.39107405326827827,5.112312170140644,1.7013579924001219,2.3359130481073214,29.730593287790846,2.7359023585689375,4.14509765953645,5.02049136095542,5.8376079002061365,7.80017948411833,1.6925102406696864,5.064277125549393,0.7854204852887974,0.33290920764963194,0.7023156858377714,0.2976843141622285,1.1183296929384294,1.196229818545199e+42,2.297819797377107,2.4578803340575484e+42,1.3938545635082884,1.4909470812698127e+42,5.337534384817245,1.0298616827389837e-29,1.5115312872576585,0.8023288241232489,1.6485362659311933,3.222235895521338,2.669235627491735,1.2071755158420592,4.410589217048042,7.199184199171792,2.78859498212375,1.0903654074425122,-0.974032807370709,1.5878195273338636,-0.869831947345934,1.6520120744406053,-0.8204337447167244,2.371632749662511,0.9972899840860483,43.50797908857693,0.5914265928891083,25.13399852875934,42.63015288092402,28.6296538930141,0.9999999947468954,5.839784991041293,3.7213217217384056,9.85591066294429,6.134588941205884,14.300765494023771,26.091282166358937,0.2644358650038533,0.19577277158144618,5.102212843519351e-31,3.7773784942510712e-31,1.3419048452580737,0.8632550735774273,1.6656254716340426e-30,0.8681721993177041,0.9999998391073059,0.06065237839709945,0.7834260894729655,8.570201913932096e+55,1045.9460121389734,1.0,
pair_xm1p5_zm1p5,phase2_interaction,-0.015,0.0,-0.015,3.041089484917753,0.7453940198968323,24.606181606172576,2.3395304149308265,0.1015113064615719,1e-08,1e-08,2.278582633428736,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.115883555674452,5.999999999999998e-08,-0.0,1.1112244897959187,24.943200018836013,0.0,5.999999999999998e-08,13.115883555674452,1.1112244897959187,24.943200018836013,3.6215857791407418,0.0002449489742783178,1.054146332249901,4.994316771975523,370379577632723.7,25050931599.44356,107807545399197.38,510768776269936.75,0.27612213571184835,4082.4829046386308,0.9486348995453653,0.2002275878076604,5.3276960263633555e-31,7.87703162322247e-27,1.8303633541541435e-30,3.863332873263076e-31,500.0,5.872744697695737,1.1331289506760639e-29,1.7582161576981434,3.392426765317931e-30,5.218800783365973,1.0069523808455675e-29,2.596134797624946,5.0091663276297605e-30,9.402124863810931,0.0006359205557664786,2.7367059749426756,12.965919562087548,8.16496580927726,4.878703279303304,5.892870536272344,2.408102954364119,2.077791983986393,1.0141672569690403,0.3906450689297195,5.185461428861833,1.7260393810820984,2.3339708741069263,29.680505362825855,2.7740378838401085,4.204133423773453,5.092225212159935,5.921872833528804,7.911785428734548,1.7177394097553504,5.13774754489444,0.7725337291924375,0.3278212577831807,0.7020768191506869,0.2979231808493132,1.1003549869756182,1.177003038295986e+42,2.2640641382557836,2.4217733378465507e+42,1.3719006860573142,1.4674639501275655e+42,5.413457513021583,1.0445108287554929e-29,1.4882951349351643,0.8020660665590252,1.6503119804994377,3.2193546011733645,2.668621252935584,1.2063737398598444,4.474611956914969,7.298377390324938,2.823765433409969,1.0876805919296908,-0.9407502187634459,1.5274924689216882,-0.8390259704914884,1.5897049768892342,-0.7936623906153056,2.28257049749339,0.9972956111988386,43.50953032009001,0.5926976532307995,25.171045122996944,42.64090983337523,28.66701640842965,0.9999999895328674,5.925538564106837,3.7735322305096046,10.01223331260663,6.238701082097026,13.671495800572412,24.94320004883601,0.2704531121463208,0.20022758768725024,5.218313871087909e-31,3.8633328709397972e-31,1.2934118551588587,0.8792888810221973,1.6965622351755652e-30,0.8678288584126647,0.9999998129579127,0.06094631573361909,0.7602723487294383,8.316914161709857e+55,1074.0305156709678,1.0,
pair_xm1p5_zp1p5,phase2_interaction,-0.015,0.0,0.015,3.041089484917753,0.7453940198968323,25.355551399364163,2.3395304149308265,0.1015113064615719,1e-08,1e-08,2.347975805604386,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.532242588728353,5.999999999999998e-08,-0.0,1.1112244897959187,25.702833551632658,0.0,5.999999999999998e-08,13.532242588728353,1.1112244897959187,25.702833551632658,3.678619658068547,0.0002449489742783178,1.054146332249901,5.0697962041518645,376212432430670.3,25050931599.44356,107807545399197.38,518488057798611.2,0.27184109610425133,4082.4829046386308,0.9486348995453653,0.19724658738374115,5.245094616493411e-31,7.87703162322247e-27,1.8303633541541435e-30,3.8058153400448205e-31,500.0,5.878286595274803,1.1341982436407291e-29,1.7499436676632891,3.376465237216173e-30,5.230467936164007,1.0092035239290734e-29,2.596169301237573,5.0092329013433875e-30,9.550319427206619,0.0006359290073910005,2.7367423467993754,13.162049268749845,8.16496580927726,4.888912038001584,5.904829367890329,2.405150181773475,2.068299310482849,1.0159173298887456,0.39131397532682716,5.193667005386858,1.7281007612451698,2.3376644815449326,29.73021326646542,2.7804451760733606,4.211326271474647,5.100482892452908,5.9297737899699445,7.924322241114623,1.7184475184952976,5.143877065041262,0.7749131859787659,0.32808310405031693,0.7025528489840466,0.29744715101595337,1.1029962900290828,1.1798283280940838e+42,2.262994888050055,2.420629606272888e+42,1.3742984979996058,1.4700287878160797e+42,5.422919169543613,1.0463364277689614e-29,1.489699585431449,0.8025885872935002,1.646654559649169,3.2250916500427618,2.6698379405032417,1.2079728140483537,4.479868551021906,7.317528794048672,2.8376602430267663,1.0930181793899485,-0.9497714204773102,1.5543897284282624,-0.84941705575707,1.6168798425401936,-0.7988682299710523,2.320255249951524,0.9972598360412877,43.49969536527056,0.5903838015045045,25.10361842314767,42.6142046971633,28.597049717961294,0.9999999999742891,5.930788782865953,3.781699237468228,9.986874453102212,6.205175215633984,14.087854833626313,25.702833581632657,0.26642658987814666,0.19724658726862937,5.140623299004975e-31,3.805815337823772e-31,1.3111452649710826,0.8733223898539783,1.685050064589783e-30,0.8685126155226011,0.9999998617691349,0.06036153213132314,0.7602723487294383,8.316914161709857e+55,1081.5589988317347,1.0,
pair_xp1p5_zm1p5,phase2_interaction,0.015,0.0,-0.015,3.1337044478918634,0.7453940198968323,24.606181606172576,2.374887889262116,0.0985111939603062,1e-08,1e-08,2.278582633428736,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.115883555674452,5.999999999999998e-08,-0.0,1.111224489795918,25.702833551632658,0.0,5.999999999999998e-08,13.115883555674452,1.111224489795918,25.702833551632658,3.6215857791407418,0.0002449489742783178,1.0541463322499007,5.0697962041518645,370379577632723.7,25050931599.44356,107807545399197.34,518488057798611.2,0.27612213571184835,4082.4829046386308,0.9486348995453654,0.19724658738374115,5.3276960263633555e-31,7.87703162322247e-27,1.830363354154144e-30,3.8058153400448205e-31,500.0,5.842118421600899,1.1272197000818613e-29,1.7536688172774877,3.383652804683739e-30,5.184674361431727,1.0003677873263137e-29,2.6070392618472717,5.030206173115939e-30,9.441616316367655,0.000638591593092792,2.74820087590779,13.217157753788177,8.16496580927726,4.843701820909205,5.862827617817409,2.416403296677902,2.070370051631727,1.0191257969082042,0.3909130989404745,5.1424523976106125,1.7192494743506,2.3100729901694406,29.310604188172732,2.73376476062702,4.1618980062628514,5.052285778526112,5.8815969610578245,7.854687721882988,1.719698954794973,5.120922961255968,0.7885137031653885,0.32934044419079334,0.7053815607611146,0.2946184392388854,1.1178541473561818,1.1957211476146549e+42,2.3410449821616326,2.5041164800508773e+42,1.4006747732955063,1.498242370277804e+42,5.363651244641784,1.0349008546239023e-29,1.5256226630909226,0.7980825875275069,1.6713694190790802,3.2380236097031276,2.6838244948415206,1.2064960342700548,4.439704227716104,7.260951339130169,2.821247111414065,1.0821651797506924,-0.944528583216875,1.5346526052445304,-0.8434803858927228,1.5982870113339778,-0.792566862330445,2.3100243545881303,0.9971079778449922,43.45864385407638,0.5840219002886853,24.918525230749495,42.554469091573374,28.4437248282573,0.9999999933062469,5.896370682111755,3.723071794658111,9.976665694403934,6.253593899745823,13.671495800572412,25.702833581632657,0.2704531121463208,0.19724658726862937,5.218313871087909e-31,3.805815337823772e-31,1.2994363566569378,0.8772482149699723,1.6926248295816437e-30,0.863304923917914,0.9999998195901996,0.06487443937355425,0.7834260894729658,8.570201913932098e+55,1066.568248844562,1.0,
